federal_provider_number,provider_name,provider_address,provider_city,provider_state,provider_zip_code,survey_date,survey_type,deficiency_prefix,deficiency_category,deficiency_tag_number,tag_version,deficiency_description,scope_severity_code,deficiency_corrected,correction_date,inspection_cycle,standard_deficiency,complaint_deficiency,infection_control_inspection_deficiency,location,processing_date
495342,YORK NURSING & REHABILITATION  CENTER,113 BATTLE ROAD,YORKTOWN,VA,23692,8/29/18,Fire Safety,K,Egress Deficiencies,300,New,Meet other general requirements that are deficient.,F,Waiver has been granted,10/16/18,2,Y,N,N,"113 BATTLE ROAD,YORKTOWN,VA,23692",7/1/22
495342,YORK NURSING & REHABILITATION  CENTER,113 BATTLE ROAD,YORKTOWN,VA,23692,8/29/18,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",911,New,Meet requirements for the installation and maintenance of electrical systems.,D,"Deficient, Provider has date of correction",10/16/18,2,Y,N,N,"113 BATTLE ROAD,YORKTOWN,VA,23692",7/1/22
495342,YORK NURSING & REHABILITATION  CENTER,113 BATTLE ROAD,YORKTOWN,VA,23692,8/29/18,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",920,New,Ensure proper usage of power strips and extension cords.,D,"Deficient, Provider has date of correction",10/16/18,2,Y,N,N,"113 BATTLE ROAD,YORKTOWN,VA,23692",7/1/22
495343,CHOICE HEALTHCARE AT GREENE COUNTY,355 WILLIAM MILLS DRIVE,STANARDSVILLE,VA,22973,5/24/19,Fire Safety,K,Egress Deficiencies,222,New,Add doors in an exit area that do not require the use of a key from the exit side unless in case of special locking arrangements.,D,"Deficient, Provider has date of correction",6/12/19,2,Y,N,N,"355 WILLIAM MILLS DRIVE,STANARDSVILLE,VA,22973",7/1/22
495343,CHOICE HEALTHCARE AT GREENE COUNTY,355 WILLIAM MILLS DRIVE,STANARDSVILLE,VA,22973,5/24/19,Fire Safety,K,Smoke Deficiencies,325,New,Have properly installed hallway dispensers for alcohol-based hand rub.,D,"Deficient, Provider has date of correction",6/12/19,2,Y,N,N,"355 WILLIAM MILLS DRIVE,STANARDSVILLE,VA,22973",7/1/22
495343,CHOICE HEALTHCARE AT GREENE COUNTY,355 WILLIAM MILLS DRIVE,STANARDSVILLE,VA,22973,5/24/19,Fire Safety,K,Smoke Deficiencies,341,New,Install a fire alarm system that can be heard throughout the facility.,D,"Deficient, Provider has date of correction",6/12/19,2,Y,N,N,"355 WILLIAM MILLS DRIVE,STANARDSVILLE,VA,22973",7/1/22
495343,CHOICE HEALTHCARE AT GREENE COUNTY,355 WILLIAM MILLS DRIVE,STANARDSVILLE,VA,22973,5/24/19,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",920,New,Ensure proper usage of power strips and extension cords.,D,"Deficient, Provider has date of correction",6/12/19,2,Y,N,N,"355 WILLIAM MILLS DRIVE,STANARDSVILLE,VA,22973",7/1/22
495343,CHOICE HEALTHCARE AT GREENE COUNTY,355 WILLIAM MILLS DRIVE,STANARDSVILLE,VA,22973,5/24/19,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",921,New,Ensure that testing and maintenance of electrical equipment is performed.,D,"Deficient, Provider has date of correction",6/12/19,2,Y,N,N,"355 WILLIAM MILLS DRIVE,STANARDSVILLE,VA,22973",7/1/22
495343,CHOICE HEALTHCARE AT GREENE COUNTY,355 WILLIAM MILLS DRIVE,STANARDSVILLE,VA,22973,5/29/18,Fire Safety,K,Smoke Deficiencies,321,New,Ensure that special areas are constructed so that walls can resist fire for one hour or have an approved fire extinguishing system.,D,"Deficient, Provider has date of correction",6/11/18,3,Y,N,N,"355 WILLIAM MILLS DRIVE,STANARDSVILLE,VA,22973",7/1/22
495343,CHOICE HEALTHCARE AT GREENE COUNTY,355 WILLIAM MILLS DRIVE,STANARDSVILLE,VA,22973,5/29/18,Fire Safety,K,Smoke Deficiencies,363,New,Install corridor and hallway doors that block smoke.,D,"Deficient, Provider has date of correction",6/11/18,3,Y,N,N,"355 WILLIAM MILLS DRIVE,STANARDSVILLE,VA,22973",7/1/22
495343,CHOICE HEALTHCARE AT GREENE COUNTY,355 WILLIAM MILLS DRIVE,STANARDSVILLE,VA,22973,5/17/18,Fire Safety,E,Emergency Preparedness Deficiencies,25,New,Create arrangements with other facilities to receive patients.,C,"Deficient, Provider has date of correction",6/4/18,3,Y,N,N,"355 WILLIAM MILLS DRIVE,STANARDSVILLE,VA,22973",7/1/22
495343,CHOICE HEALTHCARE AT GREENE COUNTY,355 WILLIAM MILLS DRIVE,STANARDSVILLE,VA,22973,5/17/18,Fire Safety,E,Emergency Preparedness Deficiencies,26,New,Establish roles under a Waiver declared by secretary.,C,"Deficient, Provider has date of correction",6/4/18,3,Y,N,N,"355 WILLIAM MILLS DRIVE,STANARDSVILLE,VA,22973",7/1/22
495343,CHOICE HEALTHCARE AT GREENE COUNTY,355 WILLIAM MILLS DRIVE,STANARDSVILLE,VA,22973,5/17/18,Fire Safety,E,Emergency Preparedness Deficiencies,35,New,Provide family notifications of emergency plan.,C,"Deficient, Provider has date of correction",6/4/18,3,Y,N,N,"355 WILLIAM MILLS DRIVE,STANARDSVILLE,VA,22973",7/1/22
495344,KINGS DAUGHTERS COMMUNITY HEALTH & REHAB,1410 NORTH AUGUSTA STREET,STAUNTON,VA,24401,4/21/21,Fire Safety,K,Smoke Deficiencies,345,New,"Have approved installation, maintenance and testing program for fire alarm systems.",D,"Deficient, Provider has date of correction",5/12/21,1,Y,N,N,"1410 NORTH AUGUSTA STREET,STAUNTON,VA,24401",7/1/22
495344,KINGS DAUGHTERS COMMUNITY HEALTH & REHAB,1410 NORTH AUGUSTA STREET,STAUNTON,VA,24401,4/21/21,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",918,New,Have generator or other power source capable of supplying service within 10 seconds.,D,"Deficient, Provider has date of correction",5/12/21,1,Y,N,N,"1410 NORTH AUGUSTA STREET,STAUNTON,VA,24401",7/1/22
495344,KINGS DAUGHTERS COMMUNITY HEALTH & REHAB,1410 NORTH AUGUSTA STREET,STAUNTON,VA,24401,7/17/18,Fire Safety,K,Services Deficiencies,531,New,Have elevators that firefighters can control in the event of a fire.,F,"Deficient, Provider has date of correction",8/7/18,3,Y,N,N,"1410 NORTH AUGUSTA STREET,STAUNTON,VA,24401",7/1/22
495344,KINGS DAUGHTERS COMMUNITY HEALTH & REHAB,1410 NORTH AUGUSTA STREET,STAUNTON,VA,24401,7/17/18,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",918,New,Have generator or other power source capable of supplying service within 10 seconds.,F,"Deficient, Provider has date of correction",8/7/18,3,Y,N,N,"1410 NORTH AUGUSTA STREET,STAUNTON,VA,24401",7/1/22
495345,LANCASHIRE NURSING & REHABILITATION CENTER,287 SCHOOL STREET,KILMARNOCK,VA,22482,2/3/22,Fire Safety,K,Egress Deficiencies,222,New,Add doors in an exit area that do not require the use of a key from the exit side unless in case of special locking arrangements.,D,"Deficient, Provider has date of correction",2/28/22,1,Y,N,N,"287 SCHOOL STREET,KILMARNOCK,VA,22482",7/1/22
495345,LANCASHIRE NURSING & REHABILITATION CENTER,287 SCHOOL STREET,KILMARNOCK,VA,22482,2/3/22,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",915,New,Have proper power supply for life support equipment.,D,"Deficient, Provider has date of correction",2/28/22,1,Y,N,N,"287 SCHOOL STREET,KILMARNOCK,VA,22482",7/1/22
495345,LANCASHIRE NURSING & REHABILITATION CENTER,287 SCHOOL STREET,KILMARNOCK,VA,22482,11/3/17,Fire Safety,K,Egress Deficiencies,223,New,Provide exit doors that are held open by devices that will automatically close on the activation of a fire alarm or smoke detector.,D,"Deficient, Provider has date of correction",2/26/18,3,Y,N,N,"287 SCHOOL STREET,KILMARNOCK,VA,22482",7/1/22
495345,LANCASHIRE NURSING & REHABILITATION CENTER,287 SCHOOL STREET,KILMARNOCK,VA,22482,11/3/17,Fire Safety,K,Smoke Deficiencies,341,New,Install a fire alarm system that can be heard throughout the facility.,D,"Deficient, Provider has date of correction",2/26/18,3,Y,N,N,"287 SCHOOL STREET,KILMARNOCK,VA,22482",7/1/22
495345,LANCASHIRE NURSING & REHABILITATION CENTER,287 SCHOOL STREET,KILMARNOCK,VA,22482,11/3/17,Fire Safety,K,Smoke Deficiencies,362,New,Ensure that corridors are separated from use areas by walls constructed to limit the passage of smoke.,D,"Deficient, Provider has date of correction",2/26/18,3,Y,N,N,"287 SCHOOL STREET,KILMARNOCK,VA,22482",7/1/22
495347,CONSULATE HEALTH CARE OF WINDSOR,23352 COURTHOUSE HIGHWAY,WINDSOR,VA,23487,4/14/21,Fire Safety,K,Egress Deficiencies,222,New,Add doors in an exit area that do not require the use of a key from the exit side unless in case of special locking arrangements.,E,"Deficient, Provider has date of correction",6/2/21,1,Y,N,N,"23352 COURTHOUSE HIGHWAY,WINDSOR,VA,23487",7/1/22
495347,CONSULATE HEALTH CARE OF WINDSOR,23352 COURTHOUSE HIGHWAY,WINDSOR,VA,23487,4/14/21,Fire Safety,K,Egress Deficiencies,293,New,"Have properly located and lighted ""Exit"" signs.",F,"Deficient, Provider has date of correction",6/2/21,1,Y,N,N,"23352 COURTHOUSE HIGHWAY,WINDSOR,VA,23487",7/1/22
495347,CONSULATE HEALTH CARE OF WINDSOR,23352 COURTHOUSE HIGHWAY,WINDSOR,VA,23487,4/14/21,Fire Safety,K,Smoke Deficiencies,345,New,"Have approved installation, maintenance and testing program for fire alarm systems.",E,"Deficient, Provider has date of correction",6/2/21,1,Y,N,N,"23352 COURTHOUSE HIGHWAY,WINDSOR,VA,23487",7/1/22
495347,CONSULATE HEALTH CARE OF WINDSOR,23352 COURTHOUSE HIGHWAY,WINDSOR,VA,23487,4/14/21,Fire Safety,K,Smoke Deficiencies,353,New,"Inspect, test, and maintain automatic sprinkler systems.",E,"Deficient, Provider has date of correction",6/2/21,1,Y,N,N,"23352 COURTHOUSE HIGHWAY,WINDSOR,VA,23487",7/1/22
495347,CONSULATE HEALTH CARE OF WINDSOR,23352 COURTHOUSE HIGHWAY,WINDSOR,VA,23487,4/14/21,Fire Safety,K,Smoke Deficiencies,363,New,Install corridor and hallway doors that block smoke.,E,"Deficient, Provider has date of correction",6/2/21,1,Y,N,N,"23352 COURTHOUSE HIGHWAY,WINDSOR,VA,23487",7/1/22
495347,CONSULATE HEALTH CARE OF WINDSOR,23352 COURTHOUSE HIGHWAY,WINDSOR,VA,23487,4/14/21,Fire Safety,K,Services Deficiencies,511,New,Have properly installed electrical wiring and gas equipment.,E,"Deficient, Provider has date of correction",6/2/21,1,Y,N,N,"23352 COURTHOUSE HIGHWAY,WINDSOR,VA,23487",7/1/22
495347,CONSULATE HEALTH CARE OF WINDSOR,23352 COURTHOUSE HIGHWAY,WINDSOR,VA,23487,4/14/21,Fire Safety,K,Services Deficiencies,521,New,Ensure heating and ventilation systems that have been properly installed according to the manufacturer's instructions.,E,"Deficient, Provider has date of correction",6/2/21,1,Y,N,N,"23352 COURTHOUSE HIGHWAY,WINDSOR,VA,23487",7/1/22
495347,CONSULATE HEALTH CARE OF WINDSOR,23352 COURTHOUSE HIGHWAY,WINDSOR,VA,23487,4/14/21,Fire Safety,K,Miscellaneous Deficiencies,761,New,"To conduct inspection, testing and maintenance of fire doors by qualified individuals.",F,"Deficient, Provider has date of correction",6/2/21,1,Y,N,N,"23352 COURTHOUSE HIGHWAY,WINDSOR,VA,23487",7/1/22
495347,CONSULATE HEALTH CARE OF WINDSOR,23352 COURTHOUSE HIGHWAY,WINDSOR,VA,23487,7/11/19,Fire Safety,K,Egress Deficiencies,223,New,Provide exit doors that are held open by devices that will automatically close on the activation of a fire alarm or smoke detector.,E,"Deficient, Provider has date of correction",8/12/19,2,Y,N,N,"23352 COURTHOUSE HIGHWAY,WINDSOR,VA,23487",7/1/22
495347,CONSULATE HEALTH CARE OF WINDSOR,23352 COURTHOUSE HIGHWAY,WINDSOR,VA,23487,7/11/19,Fire Safety,K,Smoke Deficiencies,353,New,"Inspect, test, and maintain automatic sprinkler systems.",D,"Deficient, Provider has date of correction",8/12/19,2,Y,N,N,"23352 COURTHOUSE HIGHWAY,WINDSOR,VA,23487",7/1/22
495347,CONSULATE HEALTH CARE OF WINDSOR,23352 COURTHOUSE HIGHWAY,WINDSOR,VA,23487,7/11/19,Fire Safety,K,Services Deficiencies,521,New,Ensure heating and ventilation systems that have been properly installed according to the manufacturer's instructions.,E,"Deficient, Provider has date of correction",8/12/19,2,Y,N,N,"23352 COURTHOUSE HIGHWAY,WINDSOR,VA,23487",7/1/22
495347,CONSULATE HEALTH CARE OF WINDSOR,23352 COURTHOUSE HIGHWAY,WINDSOR,VA,23487,7/11/19,Fire Safety,K,Miscellaneous Deficiencies,741,New,"Have posted ""No-smoking"" signs in areas where smoking is not permitted or ashtrays provided where smoking was allowed.",E,"Deficient, Provider has date of correction",8/12/19,2,Y,N,N,"23352 COURTHOUSE HIGHWAY,WINDSOR,VA,23487",7/1/22
495347,CONSULATE HEALTH CARE OF WINDSOR,23352 COURTHOUSE HIGHWAY,WINDSOR,VA,23487,7/11/19,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",920,New,Ensure proper usage of power strips and extension cords.,D,"Deficient, Provider has date of correction",8/12/19,2,Y,N,N,"23352 COURTHOUSE HIGHWAY,WINDSOR,VA,23487",7/1/22
495347,CONSULATE HEALTH CARE OF WINDSOR,23352 COURTHOUSE HIGHWAY,WINDSOR,VA,23487,6/27/19,Fire Safety,E,Emergency Preparedness Deficiencies,15,New,Address subsistence needs for staff and patients.,C,"Deficient, Provider has date of correction",8/6/19,2,Y,N,N,"23352 COURTHOUSE HIGHWAY,WINDSOR,VA,23487",7/1/22
495347,CONSULATE HEALTH CARE OF WINDSOR,23352 COURTHOUSE HIGHWAY,WINDSOR,VA,23487,6/27/19,Fire Safety,E,Emergency Preparedness Deficiencies,37,New,Establish staff and initial training requirements.,C,"Deficient, Provider has date of correction",8/6/19,2,Y,N,N,"23352 COURTHOUSE HIGHWAY,WINDSOR,VA,23487",7/1/22
495348,SKYLINE NURSING & REHABILITATION CENTER,"237 FRANKLIN PIKE ROAD, SE",FLOYD,VA,24091,7/21/16,Fire Safety,K,Smoke Deficiencies,27,New,Smoke barrier doors that can resist smoke for at least 20 minutes.,F,Waiver has been granted,9/29/16,3,Y,N,N,"237 FRANKLIN PIKE ROAD, SE,FLOYD,VA,24091",7/1/22
495348,SKYLINE NURSING & REHABILITATION CENTER,"237 FRANKLIN PIKE ROAD, SE",FLOYD,VA,24091,7/21/16,Fire Safety,K,Egress Deficiencies,38,New,Exits that are accessible at all times.,F,Waiver has been granted,9/29/16,3,Y,N,N,"237 FRANKLIN PIKE ROAD, SE,FLOYD,VA,24091",7/1/22
495348,SKYLINE NURSING & REHABILITATION CENTER,"237 FRANKLIN PIKE ROAD, SE",FLOYD,VA,24091,7/21/16,Fire Safety,K,Automatic Sprinkler Systems Deficiencies,64,New,Portable fire extinguishers.,E,"Deficient, Provider has date of correction",9/29/16,3,Y,N,N,"237 FRANKLIN PIKE ROAD, SE,FLOYD,VA,24091",7/1/22
495348,SKYLINE NURSING & REHABILITATION CENTER,"237 FRANKLIN PIKE ROAD, SE",FLOYD,VA,24091,7/21/16,Fire Safety,K,Services Deficiencies,69,New,Properly protected cooking facilities.,D,Waiver has been granted,9/29/16,3,Y,N,N,"237 FRANKLIN PIKE ROAD, SE,FLOYD,VA,24091",7/1/22
495349,CARRINGTON PLACE AT WYTHEVILLE - BIRDMONT CENTER,990 HOLSTON RD,WYTHEVILLE,VA,24382,6/20/19,Fire Safety,K,Egress Deficiencies,222,New,Add doors in an exit area that do not require the use of a key from the exit side unless in case of special locking arrangements.,E,"Deficient, Provider has date of correction",7/29/19,1,Y,N,N,"990 HOLSTON RD,WYTHEVILLE,VA,24382",7/1/22
495349,CARRINGTON PLACE AT WYTHEVILLE - BIRDMONT CENTER,990 HOLSTON RD,WYTHEVILLE,VA,24382,6/20/19,Fire Safety,K,Smoke Deficiencies,321,New,Ensure that special areas are constructed so that walls can resist fire for one hour or have an approved fire extinguishing system.,F,"Deficient, Provider has date of correction",7/29/19,1,Y,N,N,"990 HOLSTON RD,WYTHEVILLE,VA,24382",7/1/22
495349,CARRINGTON PLACE AT WYTHEVILLE - BIRDMONT CENTER,990 HOLSTON RD,WYTHEVILLE,VA,24382,6/20/19,Fire Safety,K,Smoke Deficiencies,351,New,Install an approved automatic sprinkler system.,F,"Deficient, Provider has date of correction",7/29/19,1,Y,N,N,"990 HOLSTON RD,WYTHEVILLE,VA,24382",7/1/22
495349,CARRINGTON PLACE AT WYTHEVILLE - BIRDMONT CENTER,990 HOLSTON RD,WYTHEVILLE,VA,24382,6/20/19,Fire Safety,K,Services Deficiencies,511,New,Have properly installed electrical wiring and gas equipment.,D,"Deficient, Provider has date of correction",7/29/19,1,Y,N,N,"990 HOLSTON RD,WYTHEVILLE,VA,24382",7/1/22
495349,CARRINGTON PLACE AT WYTHEVILLE - BIRDMONT CENTER,990 HOLSTON RD,WYTHEVILLE,VA,24382,3/12/18,Fire Safety,K,Smoke Deficiencies,321,New,Ensure that special areas are constructed so that walls can resist fire for one hour or have an approved fire extinguishing system.,F,"Deficient, Provider has date of correction",4/19/18,2,Y,N,N,"990 HOLSTON RD,WYTHEVILLE,VA,24382",7/1/22
495349,CARRINGTON PLACE AT WYTHEVILLE - BIRDMONT CENTER,990 HOLSTON RD,WYTHEVILLE,VA,24382,2/9/17,Fire Safety,K,Egress Deficiencies,211,New,"Keep aisles, corridors, and exits free of obstruction in case of emergency.",D,"Deficient, Provider has date of correction",3/9/17,3,Y,N,N,"990 HOLSTON RD,WYTHEVILLE,VA,24382",7/1/22
495350,HERITAGE HALL WISE,9434 COEBURN MOUNTAIN ROAD,WISE,VA,24293,8/31/21,Fire Safety,K,Services Deficiencies,511,New,Have properly installed electrical wiring and gas equipment.,D,"Deficient, Provider has date of correction",10/15/21,1,Y,N,N,"9434 COEBURN MOUNTAIN ROAD,WISE,VA,24293",7/1/22
495350,HERITAGE HALL WISE,9434 COEBURN MOUNTAIN ROAD,WISE,VA,24293,8/31/21,Fire Safety,K,Services Deficiencies,521,New,Ensure heating and ventilation systems that have been properly installed according to the manufacturer's instructions.,F,"Deficient, Provider has date of correction",10/15/21,1,Y,N,N,"9434 COEBURN MOUNTAIN ROAD,WISE,VA,24293",7/1/22
495350,HERITAGE HALL WISE,9434 COEBURN MOUNTAIN ROAD,WISE,VA,24293,8/31/21,Fire Safety,K,Miscellaneous Deficiencies,741,New,"Have posted ""No-smoking"" signs in areas where smoking is not permitted or ashtrays provided where smoking was allowed.",D,"Deficient, Provider has date of correction",10/15/21,1,Y,N,N,"9434 COEBURN MOUNTAIN ROAD,WISE,VA,24293",7/1/22
495350,HERITAGE HALL WISE,9434 COEBURN MOUNTAIN ROAD,WISE,VA,24293,8/31/21,Fire Safety,K,Miscellaneous Deficiencies,761,New,"To conduct inspection, testing and maintenance of fire doors by qualified individuals.",E,Waiver has been granted,1/7/22,1,Y,N,N,"9434 COEBURN MOUNTAIN ROAD,WISE,VA,24293",7/1/22
495352,LEE HEALTH AND REHAB CENTER,208 HEALTH CARE DRIVE,PENNINGTON GAP,VA,24277,12/18/18,Fire Safety,K,Smoke Deficiencies,321,New,Ensure that special areas are constructed so that walls can resist fire for one hour or have an approved fire extinguishing system.,F,"Deficient, Provider has date of correction",1/11/19,2,Y,N,N,"208 HEALTH CARE DRIVE,PENNINGTON GAP,VA,24277",7/1/22
495352,LEE HEALTH AND REHAB CENTER,208 HEALTH CARE DRIVE,PENNINGTON GAP,VA,24277,12/18/18,Fire Safety,K,Smoke Deficiencies,362,New,Ensure that corridors are separated from use areas by walls constructed to limit the passage of smoke.,F,"Deficient, Provider has date of correction",1/11/19,2,Y,N,N,"208 HEALTH CARE DRIVE,PENNINGTON GAP,VA,24277",7/1/22
495352,LEE HEALTH AND REHAB CENTER,208 HEALTH CARE DRIVE,PENNINGTON GAP,VA,24277,9/11/17,Fire Safety,K,Construction Deficiencies,161,New,Use approved construction type or materials.,F,"Deficient, Provider has date of correction",10/4/17,3,Y,N,N,"208 HEALTH CARE DRIVE,PENNINGTON GAP,VA,24277",7/1/22
495352,LEE HEALTH AND REHAB CENTER,208 HEALTH CARE DRIVE,PENNINGTON GAP,VA,24277,9/11/17,Fire Safety,K,Egress Deficiencies,293,New,"Have properly located and lighted ""Exit"" signs.",D,"Deficient, Provider has date of correction",10/4/17,3,Y,N,N,"208 HEALTH CARE DRIVE,PENNINGTON GAP,VA,24277",7/1/22
495352,LEE HEALTH AND REHAB CENTER,208 HEALTH CARE DRIVE,PENNINGTON GAP,VA,24277,9/11/17,Fire Safety,K,Smoke Deficiencies,321,New,Ensure that special areas are constructed so that walls can resist fire for one hour or have an approved fire extinguishing system.,E,"Deficient, Provider has date of correction",10/4/17,3,Y,N,N,"208 HEALTH CARE DRIVE,PENNINGTON GAP,VA,24277",7/1/22
495352,LEE HEALTH AND REHAB CENTER,208 HEALTH CARE DRIVE,PENNINGTON GAP,VA,24277,9/11/17,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",920,New,Ensure proper usage of power strips and extension cords.,D,"Deficient, Provider has date of correction",10/4/17,3,Y,N,N,"208 HEALTH CARE DRIVE,PENNINGTON GAP,VA,24277",7/1/22
495353,HERITAGE HALL BLACKSTONE,900 S MAIN ST,BLACKSTONE,VA,23824,11/19/21,Fire Safety,K,Egress Deficiencies,222,New,Add doors in an exit area that do not require the use of a key from the exit side unless in case of special locking arrangements.,E,"Deficient, Provider has date of correction",1/14/22,1,Y,N,N,"900 S MAIN ST,BLACKSTONE,VA,23824",7/1/22
495353,HERITAGE HALL BLACKSTONE,900 S MAIN ST,BLACKSTONE,VA,23824,11/19/21,Fire Safety,K,Egress Deficiencies,293,New,"Have properly located and lighted ""Exit"" signs.",F,"Deficient, Provider has date of correction",1/14/22,1,Y,N,N,"900 S MAIN ST,BLACKSTONE,VA,23824",7/1/22
495353,HERITAGE HALL BLACKSTONE,900 S MAIN ST,BLACKSTONE,VA,23824,11/19/21,Fire Safety,K,Smoke Deficiencies,353,New,"Inspect, test, and maintain automatic sprinkler systems.",F,Waiver has been granted,5/27/22,1,Y,N,N,"900 S MAIN ST,BLACKSTONE,VA,23824",7/1/22
495353,HERITAGE HALL BLACKSTONE,900 S MAIN ST,BLACKSTONE,VA,23824,11/19/21,Fire Safety,K,Smoke Deficiencies,363,New,Install corridor and hallway doors that block smoke.,F,"Deficient, Provider has date of correction",5/27/22,1,Y,N,N,"900 S MAIN ST,BLACKSTONE,VA,23824",7/1/22
495353,HERITAGE HALL BLACKSTONE,900 S MAIN ST,BLACKSTONE,VA,23824,11/19/21,Fire Safety,K,Services Deficiencies,511,New,Have properly installed electrical wiring and gas equipment.,E,"Deficient, Provider has date of correction",1/14/22,1,Y,N,N,"900 S MAIN ST,BLACKSTONE,VA,23824",7/1/22
495353,HERITAGE HALL BLACKSTONE,900 S MAIN ST,BLACKSTONE,VA,23824,11/19/21,Fire Safety,K,Services Deficiencies,521,New,Ensure heating and ventilation systems that have been properly installed according to the manufacturer's instructions.,E,"Deficient, Provider has date of correction",1/14/22,1,Y,N,N,"900 S MAIN ST,BLACKSTONE,VA,23824",7/1/22
495353,HERITAGE HALL BLACKSTONE,900 S MAIN ST,BLACKSTONE,VA,23824,11/19/21,Fire Safety,K,Miscellaneous Deficiencies,761,New,"To conduct inspection, testing and maintenance of fire doors by qualified individuals.",F,Waiver has been granted,5/27/22,1,Y,N,N,"900 S MAIN ST,BLACKSTONE,VA,23824",7/1/22
495353,HERITAGE HALL BLACKSTONE,900 S MAIN ST,BLACKSTONE,VA,23824,11/19/21,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",923,New,Have proper medical gas storage and administration areas.,D,"Deficient, Provider has date of correction",1/14/22,1,Y,N,N,"900 S MAIN ST,BLACKSTONE,VA,23824",7/1/22
495354,GREENSPRING VILLAGE,7470 SPRING VILLAGE DR,SPRINGFIELD,VA,22150,10/21/21,Fire Safety,K,Egress Deficiencies,211,New,"Keep aisles, corridors, and exits free of obstruction in case of emergency.",D,"Deficient, Provider has date of correction",11/22/21,1,Y,N,N,"7470 SPRING VILLAGE DR,SPRINGFIELD,VA,22150",7/1/22
495354,GREENSPRING VILLAGE,7470 SPRING VILLAGE DR,SPRINGFIELD,VA,22150,2/22/21,Fire Safety,K,Construction Deficiencies,111,New,"Satisfy building requirements after a repair, renovation, modification, or change of user/occupancy.",D,"Deficient, Provider has date of correction",6/18/21,2,Y,N,N,"7470 SPRING VILLAGE DR,SPRINGFIELD,VA,22150",7/1/22
495354,GREENSPRING VILLAGE,7470 SPRING VILLAGE DR,SPRINGFIELD,VA,22150,2/22/21,Fire Safety,K,Egress Deficiencies,222,New,Add doors in an exit area that do not require the use of a key from the exit side unless in case of special locking arrangements.,D,"Deficient, Provider has date of correction",5/5/21,2,Y,N,N,"7470 SPRING VILLAGE DR,SPRINGFIELD,VA,22150",7/1/22
495354,GREENSPRING VILLAGE,7470 SPRING VILLAGE DR,SPRINGFIELD,VA,22150,2/22/21,Fire Safety,K,Egress Deficiencies,223,New,Provide exit doors that are held open by devices that will automatically close on the activation of a fire alarm or smoke detector.,D,"Deficient, Provider has date of correction",3/31/21,2,Y,N,N,"7470 SPRING VILLAGE DR,SPRINGFIELD,VA,22150",7/1/22
495354,GREENSPRING VILLAGE,7470 SPRING VILLAGE DR,SPRINGFIELD,VA,22150,2/22/21,Fire Safety,K,Smoke Deficiencies,362,New,Ensure that corridors are separated from use areas by walls constructed to limit the passage of smoke.,D,"Deficient, Provider has date of correction",6/18/21,2,Y,N,N,"7470 SPRING VILLAGE DR,SPRINGFIELD,VA,22150",7/1/22
495354,GREENSPRING VILLAGE,7470 SPRING VILLAGE DR,SPRINGFIELD,VA,22150,2/22/21,Fire Safety,K,Smoke Deficiencies,363,New,Install corridor and hallway doors that block smoke.,D,"Deficient, Provider has date of correction",3/31/21,2,Y,N,N,"7470 SPRING VILLAGE DR,SPRINGFIELD,VA,22150",7/1/22
495354,GREENSPRING VILLAGE,7470 SPRING VILLAGE DR,SPRINGFIELD,VA,22150,2/22/21,Fire Safety,K,Smoke Deficiencies,374,New,Install smoke barrier doors that can resist smoke for at least 20 minutes.,D,"Deficient, Provider has date of correction",3/31/21,2,Y,N,N,"7470 SPRING VILLAGE DR,SPRINGFIELD,VA,22150",7/1/22
495354,GREENSPRING VILLAGE,7470 SPRING VILLAGE DR,SPRINGFIELD,VA,22150,2/22/21,Fire Safety,K,Miscellaneous Deficiencies,761,New,"To conduct inspection, testing and maintenance of fire doors by qualified individuals.",D,"Deficient, Provider has date of correction",3/31/21,2,Y,N,N,"7470 SPRING VILLAGE DR,SPRINGFIELD,VA,22150",7/1/22
495354,GREENSPRING VILLAGE,7470 SPRING VILLAGE DR,SPRINGFIELD,VA,22150,8/29/18,Fire Safety,K,Smoke Deficiencies,325,New,Have properly installed hallway dispensers for alcohol-based hand rub.,F,"Deficient, Provider has date of correction",10/10/18,3,Y,N,N,"7470 SPRING VILLAGE DR,SPRINGFIELD,VA,22150",7/1/22
495354,GREENSPRING VILLAGE,7470 SPRING VILLAGE DR,SPRINGFIELD,VA,22150,8/9/18,Fire Safety,E,Emergency Preparedness Deficiencies,18,New,Establish procedures for tracking staff and patients during an emergency.,F,"Deficient, Provider has date of correction",9/19/18,3,Y,N,N,"7470 SPRING VILLAGE DR,SPRINGFIELD,VA,22150",7/1/22
