FPN,AVE_DailyResidents,AVE_DailyNursingStaff,lat,long,provider_name,provider_address,provider_city,provider_state,provider_zip_code,provider_phone_number,provider_ssa_county_code,provider_county_name,ownership_type,number_of_certified_beds,provider_type,provider_resides_in_hospital,legal_business_name,date_first_approved_to_provide_medicare_and_medicaid_services,continuing_care_retirement_community,special_focus_status,abuse_icon,most_recent_health_inspection_more_than_2_years_ago,provider_changed_ownership_in_last_12_months,with_a_resident_and_family_council,automatic_sprinkler_systems_in_all_required_areas,overall_rating,overall_rating_footnote,health_inspection_rating,health_inspection_rating_footnote,qm_rating,qm_rating_footnote,longstay_qm_rating,longstay_qm_rating_footnote,shortstay_qm_rating,shortstay_qm_rating_footnote,staffing_rating,staffing_rating_footnote,rn_staffing_rating,rn_staffing_rating_footnote,reported_staffing_footnote,physical_therapist_staffing_footnote,reported_nurse_aide_staffing_hours_per_resident_per_day,reported_lpn_staffing_hours_per_resident_per_day,reported_rn_staffing_hours_per_resident_per_day,reported_licensed_staffing_hours_per_resident_per_day,reported_total_nurse_staffing_hours_per_resident_per_day,total_number_of_nurse_staff_hours_per_resident_per_day_on_t_5932,registered_nurse_hours_per_resident_per_day_on_the_weekend,reported_physical_therapist_staffing_hours_per_resident_per_day,total_nursing_staff_turnover,total_nursing_staff_turnover_footnote,registered_nurse_turnover,registered_nurse_turnover_footnote,number_of_administrators_who_have_left_the_nursing_home,administrator_turnover_footnote,casemix_nurse_aide_staffing_hours_per_resident_per_day,casemix_lpn_staffing_hours_per_resident_per_day,casemix_rn_staffing_hours_per_resident_per_day,casemix_total_nurse_staffing_hours_per_resident_per_day,adjusted_nurse_aide_staffing_hours_per_resident_per_day,adjusted_lpn_staffing_hours_per_resident_per_day,adjusted_rn_staffing_hours_per_resident_per_day,adjusted_total_nurse_staffing_hours_per_resident_per_day,rating_cycle_1_standard_survey_health_date,rating_cycle_1_total_number_of_health_deficiencies,rating_cycle_1_number_of_standard_health_deficiencies,rating_cycle_1_number_of_complaint_health_deficiencies,rating_cycle_1_health_deficiency_score,rating_cycle_1_number_of_health_revisits,rating_cycle_1_health_revisit_score,rating_cycle_1_total_health_score,rating_cycle_2_standard_health_survey_date,rating_cycle_2_total_number_of_health_deficiencies,rating_cycle_2_number_of_standard_health_deficiencies,rating_cycle_2_number_of_complaint_health_deficiencies,rating_cycle_2_health_deficiency_score,rating_cycle_2_number_of_health_revisits,rating_cycle_2_health_revisit_score,rating_cycle_2_total_health_score,rating_cycle_3_standard_health_survey_date,rating_cycle_3_total_number_of_health_deficiencies,rating_cycle_3_number_of_standard_health_deficiencies,rating_cycle_3_number_of_complaint_health_deficiencies,rating_cycle_3_health_deficiency_score,rating_cycle_3_number_of_health_revisits,rating_cycle_3_health_revisit_score,rating_cycle_3_total_health_score,total_weighted_health_survey_score,number_of_facility_reported_incidents,number_of_substantiated_complaints,number_of_citations_from_infection_control_inspections,number_of_fines,total_amount_of_fines_in_dollars,number_of_payment_denials,total_number_of_penalties,location,processing_date
495201,73,41,36.7990814,-76.3647477,PORTSIDE HEALTH & REHAB CENTER,4201 GREENWOOD DRIVE,PORTSMOUTH,VA,23701,7576735000,711,Portsmouth City,For profit - Corporation,132,Medicare and Medicaid,N,"PORTSIDE HEALTH & REHAB CENTER, LLC",09/20/89,N,NA,N,N,N,Resident,Yes,1,NA,1,NA,3,NA,3,NA,2,NA,2,NA,2,NA,NA,NA,1.58367,0.89101,0.28013,1.17113,2.7548,2.42304,0.14604,0.01741,72.9,NA,42.9,NA,2,NA,1.88667,0.70004,0.33232,2.91903,1.7148,0.93472,0.31726,2.97621,04/01/21,8,6,2,44,1,0,44,05/01/19,30,21,20,196,2,98,294,08/31/17,14,11,3,64,1,0,64,130.667,0,7,8,1,8037.25,0,1,"4201 GREENWOOD DRIVE,PORTSMOUTH,VA,23701",05/01/22
495202,86,38,36.9514119,-79.3732184,GRETNA HEALTH AND REHABILITATION CENTER,595 VADEN DRIVE,GRETNA,VA,24557,4346561206,710,Pittsylvania,For profit - Corporation,90,Medicare and Medicaid,N,GRETNA OPERATIONS LLC,10/13/89,N,NA,N,Y,Y,Resident,Yes,5,NA,5,NA,4,NA,3,NA,4,NA,4,NA,4,NA,NA,NA,2.53881,1.06217,0.891,1.95317,4.49198,3.58425,0.28904,0.07681,43.9,NA,42.9,NA,1,NA,2.10048,0.76259,0.3705,3.23357,2.4692,1.02289,0.9051,4.38094,08/29/19,0,0,0,0,0,0,0,04/19/18,4,4,0,16,1,0,16,03/09/17,4,4,0,20,1,0,20,8.667,0,0,0,0,0,0,0,"595 VADEN DRIVE,GRETNA,VA,24557",05/01/22
495203,101,42,38.8268388,-77.0754573,"ENVOY OF ALEXANDRIA, LLC",900 VIRGINIA AVENUE,ALEXANDRIA,VA,22302,7036849100,11,Alexandria City,For profit - Corporation,111,Medicare and Medicaid,N,"ENVOY OF ALEXANDRIA, LLC",11/08/89,N,NA,N,Y,N,Resident,Yes,2,NA,2,NA,4,NA,5,NA,2,NA,2,NA,2,NA,NA,NA,1.8022,1.10868,0.37487,1.48355,3.28576,3.02959,0.28747,0.04637,26,NA,45.5,NA,0,NA,1.97935,0.70084,0.33162,3.01181,1.86006,1.16175,0.42545,3.44049,01/30/20,12,12,1,88,1,0,88,01/25/19,13,12,1,56,1,0,56,11/15/17,17,17,0,96,1,0,96,78.667,0,0,0,1,3250,0,1,"900 VIRGINIA AVENUE,ALEXANDRIA,VA,22302",05/01/22
495204,83,41,37.145848,-76.509433,OLD DOMINION REHABILITATION AND NURSING,4 RIDGEWOOD PARKWAY,NEWPORT NEWS,VA,23602,7578866500,622,Newport News City,Non profit - Corporation,115,Medicare and Medicaid,N,Legal Business Name Not Available,11/21/89,N,NA,N,Y,N,Resident,Yes,3,NA,2,NA,2,NA,1,NA,4,NA,4,NA,3,NA,NA,NA,2.60269,1.31211,0.47684,1.78895,4.39164,3.74219,0.3725,0.06425,NA,6,NA,6,6,NA,2.06918,0.6509,0.30446,3.02454,2.56962,1.48041,0.58944,4.57909,03/01/19,15,15,0,68,1,0,68,09/28/17,16,11,0,116,1,0,116,10/27/16,4,4,0,16,1,0,16,75.333,0,0,5,7,19852.3,0,7,"4 RIDGEWOOD PARKWAY,NEWPORT NEWS,VA,23602",05/01/22
495205,102,66,38.8894987,-77.2218787,AUGUST HEALTHCARE AT ILIFF,8000 ILIFF DRIVE,DUNN LORING,VA,22027,7035601000,290,Fairfax,For profit - Limited Liability company,130,Medicare and Medicaid,N,DUNN LORING VA OPCO LLC,11/29/89,N,NA,N,N,N,Resident,Yes,4,NA,3,NA,5,NA,5,NA,5,NA,3,NA,3,NA,NA,NA,1.89669,1.45414,1.1592,2.61333,4.51002,3.97335,0.83927,0.06854,NA,6,NA,6,NA,6,2.41962,0.87334,0.71726,4.01023,1.60137,1.22277,0.60826,3.54667,03/18/21,7,4,4,44,1,0,44,06/21/18,7,6,1,44,1,0,44,04/20/17,11,11,0,44,1,0,44,44,0,7,1,1,7345,0,1,"8000 ILIFF DRIVE,DUNN LORING,VA,22027",05/01/22
495206,93,51,36.8636972,-76.4273166,NORTHERN CARDINAL REHABILITATION AND NURSING,4775 BRIDGE ROAD,SUFFOLK,VA,23435,7576860488,892,Suffolk City,Non profit - Church related,120,Medicare and Medicaid,N,BON SECOURS- MARYVIEW NURSING CARE CENTER LLC,12/15/89,N,NA,N,Y,N,Resident,Yes,1,NA,1,NA,3,NA,3,NA,3,NA,2,NA,2,NA,NA,NA,1.4507,0.82778,0.38114,1.20892,2.65962,2.16473,0.20371,0.02222,NA,6,NA,6,6,NA,1.90492,0.69626,0.31246,2.91364,1.55577,0.8731,0.45909,2.87869,10/03/19,10,9,0,48,1,0,48,03/19/18,21,18,3,183,2,92,275,11/17/16,8,5,3,48,1,0,48,123.667,0,7,4,4,112485,0,4,"4775 BRIDGE ROAD,SUFFOLK,VA,23435",05/01/22
495207,111,44,36.9864914,-79.8869509,FRANKLIN HEALTH AND REHABILITATION CENTER,720 ORCHARD AVENUE,ROCKY MOUNT,VA,24151,5404893467,330,Franklin,For profit - Limited Liability company,120,Medicare and Medicaid,N,Legal Business Name Not Available,02/05/90,N,NA,N,N,Y,Resident,Yes,5,NA,5,NA,4,NA,4,NA,4,NA,3,NA,3,NA,NA,NA,1.92042,0.84067,0.6035,1.44417,3.36459,2.79109,0.24926,0.05897,42,NA,28.6,NA,0,NA,1.99297,0.70993,0.31632,3.01922,1.96852,0.86963,0.71805,3.51438,07/22/21,2,2,0,8,1,0,8,09/20/18,3,3,0,16,1,0,16,06/15/17,9,8,1,40,1,0,40,16,0,7,0,0,0,0,0,"720 ORCHARD AVENUE,ROCKY MOUNT,VA,24151",05/01/22
495209,110,44,37.2629378,-79.9784557,RALEIGH COURT HEALTH AND REHABILITATION CENTER,1527 GRANDIN ROAD SOUTHWEST,ROANOKE,VA,24015,5403429525,801,Roanoke City,For profit - Corporation,120,Medicare and Medicaid,N,RALEIGH COURT OPERATIONS LLC,04/06/90,N,NA,N,Y,N,Resident,Yes,5,NA,4,NA,5,NA,5,NA,5,NA,NA,2,NA,2,NA,NA,1.83004,0.80647,0.39645,1.20292,3.03295,2.55366,0.13828,0.14301,68.6,NA,53.3,NA,0,NA,2.04468,0.76926,0.38925,3.20319,1.82843,0.7699,0.38332,2.98603,03/12/20,1,1,0,20,1,0,20,01/17/19,13,5,6,72,1,0,72,09/21/17,6,6,0,28,1,0,28,38.667,0,3,2,2,97769.75,0,2,"1527 GRANDIN ROAD SOUTHWEST,ROANOKE,VA,24015",05/01/22
495210,148,54,36.8565415,-76.2745904,NORFOLK HEALTH AND REHABILITATION CENTER,901 EAST PRINCESS ANNE ROAD,NORFOLK,VA,23504,7576261642,641,Norfolk City,For profit - Corporation,180,Medicare and Medicaid,N,NORFOLK SNF LLC,05/04/90,N,NA,N,N,Y,Resident,Yes,2,NA,2,NA,4,NA,4,NA,3,NA,2,NA,2,NA,NA,NA,1.79344,0.84675,0.46916,1.31591,3.10935,2.47892,0.21873,0.05489,60.2,NA,63.6,NA,0,NA,1.91135,0.73806,0.35764,3.00704,1.91688,0.84253,0.49372,3.26094,07/15/21,13,12,1,76,1,0,76,05/09/19,21,16,6,116,1,0,116,08/17/17,11,9,2,60,1,0,60,86.667,0,11,1,0,0,0,0,"901 EAST PRINCESS ANNE ROAD,NORFOLK,VA,23504",05/01/22
495211,117,55,38.736375,-77.0778068,MOUNT VERNON HEALTHCARE CENTER,8111 TISWELL DRIVE,ALEXANDRIA,VA,22306,7033604000,290,Fairfax,For profit - Corporation,130,Medicare and Medicaid,N,TISWELL LEASING CO LLC,07/02/90,N,NA,N,Y,N,Resident,Yes,3,NA,2,NA,5,NA,5,NA,5,NA,3,NA,3,NA,NA,NA,1.86853,1.04551,0.64158,1.68709,3.55561,2.94314,0.33393,0.05545,54.8,NA,77.3,NA,10,NA,2.24233,0.76813,0.33441,3.34488,1.70234,0.99957,0.72205,3.35232,11/08/19,12,12,1,64,2,32,96,05/24/18,13,10,3,68,1,0,68,03/09/17,2,2,0,12,1,0,12,72.667,0,8,1,5,135245.5,0,5,"8111 TISWELL DRIVE,ALEXANDRIA,VA,22306",05/01/22
495213,56,22,36.8720388,-76.1329919,BAYSIDE HEALTH & REHABILITATION CENTER,1004 INDEPENDENCE BLVD,VIRGINIA BEACH,VA,23455,7574644058,921,Virginia Beach City,For profit - Corporation,60,Medicare and Medicaid,N,BAYSIDE SNF LLC,08/02/90,N,NA,N,N,Y,Resident,Yes,4,NA,4,NA,3,NA,2,NA,4,NA,NA,2,NA,2,NA,NA,1.79693,1.04361,0.63302,1.67662,3.47355,2.63018,0.07074,0.21588,82.8,NA,88.9,NA,0,NA,2.00799,0.79386,0.38558,3.18743,1.82816,0.96542,0.61789,3.43672,02/19/21,5,5,0,24,1,0,24,10/04/18,9,9,0,36,1,0,36,05/25/17,2,2,0,40,0,0,40,30.667,0,0,0,1,22600,0,1,"1004 INDEPENDENCE BLVD,VIRGINIA BEACH,VA,23455",05/01/22
495214,16,11,38.094358,-78.986591,AUGUSTA MEDICAL CTR SKILLED CA,78 MEDICAL CENTER DRIVE,FISHERSVILLE,VA,22939,5403324020,70,Augusta,Non profit - Corporation,17,Medicare,Y,AUGUSTA HEALTH CARE INC,07/16/90,N,NA,N,N,N,None,Yes,5,NA,5,NA,5,NA,NA,2,5,NA,1,NA,1,NA,NA,NA,0.25834,0.1978,0.4716,0.6694,0.92774,0.71682,0.33598,0.06303,62.1,NA,62.5,NA,NA,6,2.37445,1.14969,1.49635,5.02049,0.22227,0.12635,0.11862,0.58276,07/14/21,2,2,0,16,1,0,16,08/21/19,1,0,0,16,0,0,16,09/06/18,0,0,0,0,0,0,0,13.333,0,0,1,3,2925,0,3,"78 MEDICAL CENTER DRIVE,FISHERSVILLE,VA,22939",05/01/22
495215,100,55,36.7492588,-76.2388596,"OAK GROVE HEALTH & REHAB CENTER, LLC",776 OAK GROVE RD,CHESAPEAKE,VA,23320,7573897900,194,Chesapeake City,For profit - Corporation,120,Medicare and Medicaid,N,OAK GROVE HEALTH & REHAB CENTER LLC,09/06/90,N,NA,N,N,N,Resident,Yes,1,NA,1,NA,2,NA,1,NA,4,NA,2,NA,2,NA,NA,NA,1.92003,1.21737,0.40125,1.61862,3.53864,3.26259,0.2118,0.04828,NA,6,NA,6,1,NA,1.98525,0.74027,0.36925,3.09476,1.97577,1.2077,0.40898,3.60596,01/28/22,8,8,0,48,1,0,48,07/19/19,20,18,4,116,2,58,174,12/11/17,26,24,2,274,2,137,411,150.5,0,7,2,2,75120.5,0,2,"776 OAK GROVE RD,CHESAPEAKE,VA,23320",05/01/22
495216,103,50,36.7335439,-79.9576967,STANLEYTOWN HEALTH AND REHABILITATION CENTER,240 RIVERSIDE DRIVE,BASSETT,VA,24055,2766291772,440,Henry,For profit - Limited Liability company,120,Medicare and Medicaid,N,STANLEYTOWN OPERATIONS LLC,09/06/90,N,NA,N,N,Y,Resident,Yes,4,NA,3,NA,5,NA,5,NA,4,NA,3,NA,3,NA,NA,NA,1.85695,0.86952,0.54116,1.41068,3.26762,2.55449,0.22477,0.11986,60.2,NA,53.8,NA,0,NA,2.10497,0.74457,0.34305,3.19258,1.80219,0.85763,0.59371,3.22776,11/19/21,16,16,1,80,1,0,80,05/16/19,10,7,3,44,1,0,44,03/29/18,9,8,1,40,1,0,40,61.333,0,5,3,1,5000,0,1,"240 RIVERSIDE DRIVE,BASSETT,VA,24055",05/01/22
495217,131,54,38.8722303,-77.3791518,PROMEDICA SKILLED NURSING AND REHAB (FAIR OAKS),12475 LEE JACKSON MEMORIAL HIGHWAY,FAIRFAX,VA,22033,7033527172,290,Fairfax,Non profit - Corporation,155,Medicare and Medicaid,N,MANOR CARE-FAIR OAKS OF FAIRFAX VA LLC,09/06/90,N,NA,N,N,N,Resident,Yes,4,NA,2,NA,5,NA,5,NA,5,NA,4,NA,5,NA,NA,NA,1.6157,0.78471,0.79257,1.57728,3.19298,2.93982,0.60349,0.09303,50.9,NA,48.3,NA,2,NA,1.94186,0.64441,0.27678,2.86305,1.69976,0.89428,1.07771,3.51706,04/08/21,14,14,0,84,1,0,84,07/11/19,22,20,0,104,1,0,104,05/17/18,19,19,0,100,1,0,100,93.333,0,1,2,11,45825,0,11,"12475 LEE JACKSON MEMORIAL HIGHWAY,FAIRFAX,VA,22033",05/01/22
495218,52,28,37.5222777,-79.8796239,BRIAN CENTER HEALTH AND REHABILITATION,188 OLD FINCASTLE ROAD,FINCASTLE,VA,24090,5404732288,110,Botetourt,Non profit - Corporation,60,Medicare and Medicaid,N,"AFS OF FINCASTLE, INC",09/05/90,N,NA,N,N,N,Resident,Yes,3,NA,4,NA,2,NA,4,NA,1,NA,1,NA,1,NA,NA,NA,2.51455,1.47735,1.09747,2.57482,5.08936,4.69176,0.71502,0.19925,67.9,NA,80,NA,2,NA,2.3976,1.01194,1.61754,5.02707,2.14254,1.07214,0.25535,3.19272,03/04/21,8,8,0,32,1,0,32,02/14/19,7,7,0,48,1,0,48,01/05/18,7,7,0,32,1,0,32,37.333,0,0,0,0,0,0,0,"188 OLD FINCASTLE ROAD,FINCASTLE,VA,24090",05/01/22
495220,50,18,37.9993993,-79.831587,THE SPRINGS NURSING CENTER,167 SPRING STREET,HOT SPRINGS,VA,24445,5408392299,80,Bath,Non profit - Corporation,60,Medicare and Medicaid,N,"AFS OF HOT SPRINGS, INC.",09/28/90,N,NA,N,N,N,Both,Yes,4,NA,4,NA,2,NA,3,NA,2,NA,2,NA,2,NA,NA,NA,1.66676,1.01988,0.34292,1.3628,3.02956,2.58427,0.22442,0.02755,68.5,NA,72.7,NA,0,NA,2.03117,0.75701,0.39386,3.18205,1.67638,0.98939,0.32768,3.00251,03/23/21,5,5,1,20,1,0,20,09/11/19,6,0,6,44,0,0,44,08/15/18,5,5,0,20,1,0,20,28,0,3,0,1,118345.5,0,1,"167 SPRING STREET,HOT SPRINGS,VA,24445",05/01/22
495221,66,30,37.79187,-79.8815,THE BRIAN CENTER,100 ALLEGHANY REGIONAL HOSPITAL LANE,LOW MOOR,VA,24457,5408623610,20,Alleghany,Non profit - Corporation,89,Medicare and Medicaid,N,"AFS OF LOW MOOR, INC.",10/26/90,N,NA,N,N,N,Resident,Yes,5,NA,5,NA,5,NA,5,NA,4,NA,3,NA,3,NA,NA,NA,2.12943,1.0786,0.67311,1.75171,3.88114,3.34014,0.48,0.10689,45.7,NA,50,NA,3,NA,2.16783,0.82856,0.46636,3.46276,2.0067,0.956,0.54321,3.53467,02/24/22,0,0,0,0,0,0,0,10/02/19,2,2,0,8,1,0,8,10/10/18,0,0,0,0,0,0,0,2.667,0,0,0,1,650,0,1,"100 ALLEGHANY REGIONAL HOSPITAL LANE,LOW MOOR,VA,24457",05/01/22
495225,21,15,38.0277011,-78.4371229,WESTMINSTER CANTERBURY BLUE RI,250 PANTOPS MOUNTAIN RD,CHARLOTTESVILLE,VA,22911,4349723100,10,Albemarle,Non profit - Corporation,27,Medicare and Medicaid,N,WESTMINSTER-CANTERBURY OF THE BLUE RIDGE,11/21/90,Y,NA,N,N,N,Family,Yes,5,NA,5,NA,3,NA,2,NA,4,NA,5,NA,5,NA,NA,NA,4.46938,1.06698,2.78499,3.85197,8.32134,7.60519,1.65555,0.68072,51.4,NA,33.3,NA,1,NA,2.21889,0.69551,0.38376,3.29816,4.11487,1.12661,2.7313,7.9567,06/03/21,1,1,0,4,1,0,4,07/18/19,7,7,0,52,1,0,52,07/19/18,5,5,0,20,1,0,20,22.667,0,0,0,1,650,0,1,"250 PANTOPS MOUNTAIN RD,CHARLOTTESVILLE,VA,22911",05/01/22
495226,49,21,37.0360296,-78.474859,WAYLAND NURSING AND REHABILITATION CENTER,730 LUNENBURG HIGHW,KEYSVILLE,VA,23947,4347368406,190,Charlotte,For profit - Limited Liability company,90,Medicare and Medicaid,N,"SNOWSHOE LTC GROUP, LLC",11/30/90,N,NA,Y,N,N,Resident,Yes,3,NA,2,NA,5,NA,4,NA,5,NA,3,NA,4,NA,NA,NA,1.22508,0.9723,0.83851,1.81081,3.03589,2.45587,0.68005,0.03286,54.5,NA,70,NA,0,NA,1.89367,0.77041,0.38307,3.04715,1.32161,0.92683,0.82383,3.14198,03/12/21,13,13,0,72,1,0,72,06/07/19,16,15,0,108,1,0,108,03/09/18,21,21,0,108,1,0,108,90,0,0,1,2,18830.5,0,2,"730 LUNENBURG HIGHW,KEYSVILLE,VA,23947",05/01/22
495227,163,83,37.6058278,-77.53319,WESTPORT REHABILITATION AND NURSING CENTER,7300 FOREST AVE,RICHMOND,VA,23226,8042883152,430,Henrico,For profit - Limited Liability company,225,Medicare and Medicaid,N,WESTPORT OPERATOR LLC,01/08/91,N,NA,N,N,N,Resident,Yes,1,NA,1,NA,4,NA,2,NA,5,NA,2,NA,2,NA,NA,NA,2.18393,1.01524,0.54858,1.56381,3.74775,3.05998,0.31336,0.14769,69.6,NA,76.9,NA,1,NA,2.17038,0.82089,0.4343,3.42557,2.05565,0.90825,0.4754,3.45024,10/05/21,38,25,13,204,1,0,204,01/16/20,16,12,3,134,1,0,134,10/25/18,19,19,0,100,1,0,100,163.333,0,13,15,2,41646.8,0,2,"7300 FOREST AVE,RICHMOND,VA,23226",05/01/22
495230,55,20,37.7561802,-78.2653678,ENVOY AT THE VILLAGE,4238 JAMES MADSON HIGHWAY,FORK UNION,VA,23055,4348422916,320,Fluvanna,For profit - Corporation,60,Medicare and Medicaid,N,"ENVOY OF FORK UNION, LLC",02/21/91,N,NA,N,N,N,Resident,Yes,2,NA,1,NA,5,NA,5,NA,5,NA,2,NA,2,NA,NA,NA,1.7163,0.81919,0.35078,1.16996,2.88626,2.4876,0.27544,0.06451,69.5,NA,66.7,NA,0,NA,1.82799,0.71954,0.36864,2.91617,1.91807,0.83608,0.35813,3.1213,10/06/21,14,14,0,92,2,46,138,03/21/19,17,16,1,88,1,0,88,02/08/18,14,14,0,64,1,0,64,109,0,1,0,1,56891.25,0,1,"4238 JAMES MADSON HIGHWAY,FORK UNION,VA,23055",05/01/22
495232,85,36,36.8023893,-76.1826758,KEMPSVILLE HEALTH & REHAB CENTER,5520 INDIAN RIVER ROAD,VIRGINIA BEACH,VA,23464,7574203600,921,Virginia Beach City,For profit - Limited Liability company,90,Medicare and Medicaid,N,"HAMPTON HEALTHCARE GROUP, LLC",03/01/91,N,NA,N,N,N,Resident,Yes,2,NA,2,NA,4,NA,3,NA,4,NA,2,NA,2,NA,NA,NA,1.77565,1.1592,0.39827,1.55747,3.33312,3.02296,0.34418,0.14065,37.7,NA,25,NA,0,NA,1.99149,0.74879,0.38348,3.12376,1.82148,1.13689,0.39088,3.365,01/18/22,15,15,0,76,2,38,114,07/11/19,14,13,1,56,1,0,56,10/05/17,8,8,0,32,1,0,32,81,0,5,1,0,0,0,0,"5520 INDIAN RIVER ROAD,VIRGINIA BEACH,VA,23464",05/01/22
495233,84,36,38.7146186,-77.8103703,FAUQUIER HEALTH REHABILITATION & NURSING CENTER,360 HOSPITAL DRIVE,WARRENTON,VA,20186,5403165500,300,Fauquier,For profit - Corporation,113,Medicare and Medicaid,N,FAUQUIER LONG-TERM CARE LLC,03/20/91,N,NA,N,N,N,Resident,Yes,2,NA,2,NA,2,NA,2,NA,2,NA,NA,2,NA,2,NA,NA,1.4506,0.82625,0.85939,1.68564,3.13624,2.54369,0.42209,0.07293,51.7,NA,50,NA,1,NA,2.03636,0.64718,0.28232,2.96586,1.45525,0.93758,1.14565,3.3348,01/27/22,13,13,0,64,1,0,64,10/18/19,9,9,1,40,1,0,40,08/09/18,25,25,0,160,1,0,160,72,0,4,0,1,650,0,1,"360 HOSPITAL DRIVE,WARRENTON,VA,20186",05/01/22
495234,87,33,36.8623384,-76.1706178,CYPRESS POINTE REHABILITATION AND NURSING,5580 DANIEL SMITH ROAD,VIRGINIA BEACH,VA,23462,7574997029,921,Virginia Beach City,For profit - Corporation,90,Medicare and Medicaid,N,VIRGINIA BEACH VA OPCO LLC,03/27/91,N,NA,N,Y,N,Resident,Yes,3,NA,3,NA,3,NA,5,NA,2,NA,2,NA,2,NA,NA,NA,1.71781,0.92798,0.39781,1.32578,3.04359,2.47631,0.22421,0.01781,NA,6,NA,6,NA,6,2.25792,0.84711,0.44518,3.55021,1.55422,0.80449,0.33631,2.70361,11/22/19,11,11,0,52,1,0,52,04/12/18,15,15,0,72,1,0,72,12/07/16,1,1,0,4,1,0,4,50.667,0,0,0,2,3900,0,2,"5580 DANIEL SMITH ROAD,VIRGINIA BEACH,VA,23462",05/01/22
495235,101,46,37.279696,-76.722338,"ENVOY OF WILLIAMSBURG, LLC",1235 MT VERNON AVENUE,WILLIAMSBURG,VA,23185,7572294121,470,James City,For profit - Corporation,130,Medicare and Medicaid,N,"ENVOY OF WILLIAMSBURG, LLC",04/17/91,N,SFF,N,N,N,Resident,Yes,NA,18,NA,18,NA,18,NA,18,NA,18,NA,18,NA,18,NA,NA,1.14653,0.84986,0.34288,1.19274,2.33927,1.90875,0.17452,0.02843,83,NA,75,NA,2,NA,1.80295,0.72155,0.4022,2.9267,1.29911,0.86498,0.32085,2.52065,09/17/21,15,8,7,68,1,0,68,06/20/19,72,62,39,843,2,422,1265,05/11/18,45,30,15,449,1,0,449,530.5,0,63,3,4,232820.25,1,5,"1235 MT VERNON AVENUE,WILLIAMSBURG,VA,23185",05/01/22
495236,77,27,37.7441017,-77.9282724,ENVOY AT THE MEADOWS,2715 DOGTOWN ROAD,GOOCHLAND,VA,23063,8045564418,370,Goochland,For profit - Corporation,84,Medicare and Medicaid,N,"ENVOY OF GOOCHLAND, LLC",04/12/91,N,NA,N,N,N,Resident,Yes,3,NA,2,NA,5,NA,4,NA,5,NA,2,NA,2,NA,NA,NA,1.15662,0.69153,0.4249,1.11642,2.27304,1.96328,0.21504,0.06786,65.5,NA,14.3,NA,0,NA,2.02196,0.71915,0.33701,3.07812,1.1686,0.70617,0.47451,2.32881,08/17/21,10,10,0,32,1,0,32,04/17/19,32,32,0,204,1,0,204,03/01/18,12,12,0,48,1,0,48,92,0,0,0,0,0,0,0,"2715 DOGTOWN ROAD,GOOCHLAND,VA,23063",05/01/22
495237,169,64,36.8675662,-76.027035,VIRGINIA BEACH HEALTHCARE AND REHAB CENTER,1801 CAMELOT DRIVE,VIRGINIA BEACH,VA,23454,7574813500,921,Virginia Beach City,For profit - Limited Liability company,180,Medicare and Medicaid,N,VIRGINIA BEACH SNF LLC,04/05/91,N,NA,N,N,Y,Resident,Yes,2,NA,2,NA,3,NA,2,NA,5,NA,2,NA,2,NA,NA,NA,1.8515,0.90477,0.45188,1.35665,3.20814,2.71525,0.24079,0.13413,46.6,NA,66.7,NA,2,NA,1.9798,0.77966,0.42248,3.18195,1.9105,0.85222,0.40255,3.1796,12/30/21,19,17,3,92,1,0,92,03/14/19,18,14,3,84,1,0,84,09/21/17,3,2,1,28,1,0,28,78.667,0,6,1,2,13000,0,2,"1801 CAMELOT DRIVE,VIRGINIA BEACH,VA,23454",05/01/22
495240,115,47,38.290287,-77.5254589,FREDERICKSBURG HEALTH AND REHAB,3900 PLANK ROAD,FREDERICKSBURG,VA,22407,5407868351,880,Spotsylvania,For profit - Limited Liability company,177,Medicare and Medicaid,N,GL VIRGINIA FREDERICKSBURG LLC,05/01/91,N,NA,N,N,N,Resident,Yes,2,NA,2,NA,3,NA,4,NA,3,NA,2,NA,2,NA,NA,NA,1.62135,1.33583,0.48089,1.81672,3.43807,3.06147,0.24735,0.02975,57.1,NA,63.2,NA,4,NA,2.06253,0.75122,0.37275,3.1865,1.60591,1.30589,0.48555,3.40261,04/16/21,9,9,0,44,1,0,44,07/26/19,26,21,6,148,1,0,148,05/25/18,31,21,10,172,1,0,172,100,0,15,5,3,31523,0,3,"3900 PLANK ROAD,FREDERICKSBURG,VA,22407",05/01/22
495241,113,44,36.8390769,-76.1184536,THALIA GARDENS REHABILITATION AND NURSING,4142 BONNEY ROAD,VIRGINIA BEACH,VA,23452,7573400620,921,Virginia Beach City,For profit - Corporation,138,Medicare and Medicaid,N,Legal Business Name Not Available,06/01/91,N,NA,N,Y,N,Resident,Yes,1,NA,1,NA,3,NA,4,NA,2,NA,2,NA,2,NA,NA,NA,1.71264,1.28223,0.36947,1.65171,3.36435,2.90304,0.12864,0.04151,NA,6,NA,6,NA,6,1.98491,0.76682,0.3984,3.15013,1.76267,1.22799,0.34904,3.3681,08/29/19,22,21,11,140,1,0,140,05/04/18,16,12,3,120,1,0,120,02/09/17,19,9,10,128,2,64,192,142,0,26,1,3,124127.25,0,3,"4142 BONNEY ROAD,VIRGINIA BEACH,VA,23452",05/01/22
