X,Y,OBJECTID,NAME,ADDRESS,CITY,STATE,ZIPCODE
-8502403.446,4422278.086,30133,Portsmouth Fire Rescue and Emergency Medical Services Station 3,4001 River Shore Road,Portsmouth,VA,23703
-8502436.226,4418695.696,30150,Portsmouth Fire Rescue and Emergency Medical Services Station 12,3210 Cedar Lane,Portsmouth,VA,23703
-9194998.264,4456522.203,32880,Pound Volunteer Fire Department,8503 Clintwood Highway,Pound,VA,24279
-8657232.302,4521988.594,30715,Powhatan County Fire Department Company 4 - Fine Creek Volunteer Fire Department,1825 Huguenot Trail,Powhatan,VA,23139
-8693839.766,4506531.091,30751,Powhatan County Fire Department Company 3 - Macon District Volunteer Fire Department,6377 Old Buckingham Road,Powhatan,VA,23139
-8687972.222,4517767.655,30767,Powhatan County Fire Department Company 5 - Deep Creek Volunteer Fire,5631 Anderson Highway,Powhatan,VA,23139
-8674573.321,4515868.773,30902,Powhatan County Fire Department Company 1 - Powhatan Volunteer Fire Department,3971 Old Buckingham Road,Powhatan,VA,23139
-8658262.985,4510328.781,31695,Powhatan County Fire Department Company 2 - Huguenot Volunteer Fire Department,1959 Urbine Road,Powhatan,VA,23139
-8603510.319,4470035.912,29561,Prince George Volunteer Fire Department - Company 1,6500 Courthouse Road,Prince George,VA,23875
-8607144.748,4474755.586,30104,Jefferson Park Fire Department - Company 5,4225 Jefferson Park Road,Prince George,VA,23875
-8610893.791,4675899.234,29752,Prince William County Volunteer Fire and Rescue,1 County Complex Court,Woodbridge,VA,22192
-8745225.399,4481368.439,30951,Prospect Volunteer Fire Department,45 Campbell Hill Road,Prospect,VA,23960
-8575540.831,4502958.086,29846,New Kent Fire - Rescue Station 1 / Providence Forge Volunteer Fire - Rescue,4315 North Courthouse Road,Providence Forge,VA,23140
-8992690.12,4445671.272,31727,Pulaski Fire Department,117 North Jefferson Avenue,Pulaski,VA,24301
-8653967.332,4729817.433,29538,Loudoun County Fire and Rescue Philomont Volunteer Fire Department Station 8,36560 Jeb Stuart Road,Purcellville,VA,20132
-8649198.191,4742293.886,29895,Purcellville Volunteer Fire Company 2,500 North Maple Avenue,Purcellville,VA,20132
-8649262.4,4742232.669,30105,Purcellville Volunteer Rescue Squad Company 14,500 North Maple Avenue,Purcellville,VA,20132
-8651882.127,4763313.006,30151,Loudoun County Fire Department and Rescue - Neersville Volunteer Fire and Rescue Company 16,11762 Harpers Ferry Road,Purcellville,VA,20132
-8604548.822,4653210.082,29625,Quantico Fire and Emergency Services Station 31,2045 Barnett Avenue,Quantico,VA,22134
-8617793.554,4654094.209,29797,Quantico Fire and Emergency Services Station 33,27400 Marine Corp Base - 2,Quantico,VA,22134
-8605631.973,4651538.34,29799,Quantico Fire and Emergency Services Station 52,Rowell Road,Quantico,VA,22134
-8605573.072,4651642.961,29859,Marine Air Corps Facility - Quantico Aircraft Rescue and Firefighting,2100 Rowell Road,Quantico,VA,22134
-8585385.45,4513687.902,30123,New Kent Fire - Rescue Station 2 / Quinton Volunteer Fire and EMS,5351 New Kent Highway,Quinton,VA,23141
-8970087.774,4448658.758,32862,Snowville Volunteer Fire Department Station 2,4739 Shelburne Road,Radford,VA,24141
-8970481.021,4459924.258,32899,Fairlawn Volunteer Fire Department,7358 Peppers Ferry Boulevard,Radford,VA,24141
-8968671.879,4455858.819,32908,Radford Fire and Rescue Department,1500 Wadsworth Street,Radford,VA,24141
-8820211.448,4570610.492,31738,Raphine Volunteer Fire Department,2130 Raphine Road,Raphine,VA,24472
-8690371.622,4624026.149,31560,Rapidan Volunteer Fire and Rescue Department,9729 Locust Dale Road,Rapidan,VA,22733
-8772563.248,4465353.31,31583,Red House Volunteer Fire Department,6620 Rolling Hill Road,Red House,VA,23963
-8490642.095,4558068.179,30073,Fairfields Volunteer Fire Department,119 Main Street,Reedville,VA,22539
-8661371.192,4655163.364,30093,Remington Volunteer Fire and Rescue Department Fire Company 2 Rescue Company 14,200 East Marshall Street,Remington,VA,22734
-8609010.708,4714646.583,41887,Fairfax County Fire and Rescue Department Station 25 Reston,1820 Wiehle Avenue,Reston,VA,20190-5209
-8715109.127,4477133.205,31762,Rice Volunteer Fire Department,948 Rices Depot Road,Rice,VA,23966
-8997174.377,4492444.751,31558,Rich Creek Volunteer Fire Department,109 Federal Street,Rich Creek,VA,24147
-8652488.689,4635317.674,31563,Richardsville Volunteer Fire and Rescue,29361 Eleys Ford Road,Richardsville,VA,22736
-9106846.317,4452166.685,30836,Richlands Fire and Rescue Station 1,110 Kents Ridge Road,Richlands,VA,24641
-9105772.143,4452552.377,31720,Richlands Fire and Rescue Station 2,1800 Third Street,Richlands,VA,24641
-8622298.075,4515283.488,21138,Richmond Fire Department Station 5,324 West Leigh Street,Richmond,VA,23220
-8633953.872,4514521.386,23806,Richmond Fire Department Station 25,8800 West Huguenot Road,Richmond,VA,23235
-8625599.887,4517780.674,29537,Richmond Fire Department Station 18,412 North Thompson Street,Richmond,VA,23221
-8620335.162,4511623.938,29539,Richmond Fire Department Station 13,411 East Commerce Road,Richmond,VA,23224
-8621430.413,4521465.645,29543,Richmond Fire Department Station 16,3901 Chamberlayne Avenue,Richmond,VA,23227
-8621116.598,4507337.815,29587,Richmond Fire Department Station 21,2505 Jefferson Davis Highway,Richmond,VA,23234
-8629042.497,4495636.066,29610,Chesterfield Fire and Emergency Medical Services Station 15 Airport,7300 Airfield Drive,Richmond,VA,23237
-8618489.826,4518392.642,29646,Richmond Fire Department Station 15,2614 1st Avenue,Richmond,VA,23222
-8636594.896,4501305.356,29662,Chesterfield Fire and Emergency Medical Services Station 24,3500 Courthouse Road,Richmond,VA,23236
-8607496.207,4510482.902,29667,Richmond International Airport Aircraft Rescue Fire Fighting Department,1 Richard E Byrd Terminal Drive,Richmond,VA,23250
-8632184.181,4528677.134,29672,Henrico County Fire Station 12,3803 West End Drive,Richmond,VA,23294
-8636456.575,4529298.067,29675,Henrico County Fire Station 22,3790 Westerre Parkway,Richmond,VA,23233
-8624894.907,4506754.35,29696,Richmond Fire Department Station 22,2420 Broad Rock Boulevard,Richmond,VA,23224
-8618427.116,4523365.056,29710,Henrico County Fire Station 1,110 East Azalea Avenue,Richmond,VA,23222
-8624507.179,4529415.318,29711,Henrico County Fire Station 11,1754 Hungary Road,Richmond,VA,23228
-8611613.785,4506825.51,29712,Henrico County Fire Station 2,2400 Darbytown Road,Richmond,VA,23231
-8623931.49,4525258.029,29713,Henrico County Fire Station 5,6911 Lakeside Avenue,Richmond,VA,23228
-8610741.443,4500875.939,29714,Henrico County Firehouse 4,8112 Strath Road,Richmond,VA,23231
-8619729.432,4505175.075,29718,Phillip Morris Emergency Response Team,3601 Commerce Road,Richmond,VA,23234
-8626035.778,4500258.975,29727,Chesterfield Fire and Emergency Medical Services Station 11 Dale,5811 Iron Bridge Road,Richmond,VA,23234
-8632176.415,4509106.621,29729,Chesterfield Fire and Emergency Medical Services Station 9 Buford,8001 Buford Court,Richmond,VA,23235
-8616597.377,4511132.23,29755,Richmond Fire Department Station 8,1018 Williamsburg Road,Richmond,VA,23231
-8630945.281,4514261.138,29790,Richmond Fire Department Station 24,7400 Forest Hill Avenue,Richmond,VA,23225
-8628724.851,4522360.888,29828,Henrico County Fire Station 10,6313 Horsepen Road,Richmond,VA,23226
-8621257.551,4500174.059,29888,Chesterfield Fire and Emergency Medical Services Station 3 Bensley,2836 Dundas Road,Richmond,VA,23237
-8617007,4514403.178,29913,Richmond Fire Department Station 11,1235 North 28th Street,Richmond,VA,23223
-8628241.194,4508878.983,29914,Richmond Fire Department Station 23,495 Labrook Concourse,Richmond,VA,23224
-8623940.767,4515940.48,29915,Richmond Fire Department Station 12,2223 West Cary Street,Richmond,VA,23220
-8622905.818,4517448.323,29923,Richmond Fire Department Station 10,900 Hermitage Road,Richmond,VA,23220
-8622424.528,4512030.118,29941,Richmond Fire Department Station 17,2211 Semmes Street,Richmond,VA,23225
-8625818.604,4511989.401,29955,Richmond Fire Department Station 20,4715 Forest Hill Avenue,Richmond,VA,23225
-8630827.831,4504461.926,29987,Chesterfield Fire and Emergency Medical Services Station 2 Manchester,7541 Hull Street Road,Richmond,VA,23235
-8618323.318,4513601.149,29994,Richmond Fire Department Station 1,308 North 24th Street,Richmond,VA,23223
-8621023.521,4519117.694,29996,Richmond Fire Department Station 14,2932 Hawthorne Avenue,Richmond,VA,23222
-8635696.697,4504171.494,30037,Chesterfield Fire and Emergency Medical Services Station 10 Wagstaff,2101 Adkins Road,Richmond,VA,23236
-8621082.495,4493892.54,30082,Chesterfield Fire and Emergency Medical Services Station 17 Centralia,9501 Chester Road,Richmond,VA,23237
-8629409.51,4519374.581,30135,Richmond Fire Department Station 19,311 Maple Avenue,Richmond,VA,23226
-8637953.064,4507167.068,30148,Chesterfield Fire and Emergency Medical Services Station 20 Courthouse Road,201 South Courthouse Road,Richmond,VA,23236
-8615148.665,4519594.183,32966,Henrico County Fire Station 7,2701 East Laburnum Avenue,Richmond,VA,23223
-8621453.87,4515020.521,36630,Richmond Fire Department Station 6,138 South Jefferson Street,Richmond,VA,23220
-8900194.134,4387301.96,30877,Horsepasture District Volunteer Fire Department,17815 A L Philpott Highway,Ridgeway,VA,24148
-8889662.249,4380324.525,31631,Ridgeway District Volunteer Fire Department Station 1,60 Magnolia Street,Ridgeway,VA,24148
-8954762.373,4447552.039,30923,Riner Volunteer Fire Department,4171 Riner Road,Riner,VA,24149
-8828061.78,4381423.899,30814,Ringgold Volunteer Fire and Rescue,3880 Tom Fork Road,Ringgold,VA,24586
-8827444.897,4391288.051,31568,Kentuck Volunteer Fire Department,250 Ringgold Church Road,Ringgold,VA,24586
-8676479.01,4667618.166,30952,Little Fork Volunteer Fire and Rescue Company,6011 Rixeyville Road,Rixeyville,VA,22737
-8902931.133,4479072.943,46,Roanoke Fire - EMS Station 9,514 24th Street,Roanoke,VA,24017
-8899742.345,4473534.813,30745,Roanoke Fire - EMS Station 8,2328 Crystal Spring Avenue Southwest,Roanoke,VA,24014
-8913725.273,4467133.569,30833,Roanoke County Fire and Rescue Station 11 - Back Creek Fire and Rescue Department,7125 Bent Mountain Road,Roanoke,VA,24018
-8894484.264,4480258.241,30863,Roanoke Fire - EMS Station 14,1061 Mecca Street Northeast,Roanoke,VA,24012
-8898707.946,4484163.501,30929,Roanoke County Fire and Rescue Station 1 North County Fire and Rescue,150 Hershberger Road,Roanoke,VA,24019
-8895609.507,4472372.705,30953,Roanoke County Fire and Rescue Station 6 - Mount Pleasant Fire Department,2909 Jae Valley Road,Roanoke,VA,24014
-8906702.043,4476439.234,30955,Roanoke Fire - EMS Station 4,3763 Peters Creek Road Northwest,Roanoke,VA,24018
-8896275.073,4474098.451,31528,Roanoke Fire - EMS Station 11,1502 Riverland Road Southeast,Roanoke,VA,24014
-8900017.469,4467250.827,31584,Roanoke County Fire and Rescue Station 7 - Clearbrook Fire Department,5342 Indian Grave Road Southwest,Roanoke,VA,24018
-8901499.066,4487451.551,31610,Roanoke County Fire and Rescue Station 5 - Hollins Fire Company,7401 Barrens Road,Roanoke,VA,24019
-8906644.751,4471042.106,31635,Roanoke County Fire and Rescue Station 3 - Cave Spring Fire Department,4212 Old Cave Spring Road,Roanoke,VA,24018
-8900379.022,4483188.996,31643,Roanoke Fire - EMS Station 3,4803 Williamson Road,Roanoke,VA,24012
-8891930.617,4487058.408,31675,Roanoke County Fire and Rescue Station 12 Read Mountain Fire and Rescue,43 East Park Drive,Roanoke,VA,24019
-8898578.042,4479513.33,31702,Roanoke Fire - EMS Station 2,55 Noble Avenue Northeast,Roanoke,VA,24012
-8896700.742,4477001.492,31774,Roanoke Fire - EMS Station 6,1333 Jamison Avenue Southeast,Roanoke,VA,24013
-8902084.815,4479003.084,32878,Roanoke Fire - EMS Station 5,1920 Orange Avenue Northwest,Roanoke,VA,24017
-8899524.733,4476416.157,32882,Roanoke Fire - EMS Station 1 Headquarters,704 Franklin Road Southwest,Roanoke,VA,24016
-8902649.583,4476256.989,32885,Roanoke Fire - EMS Station 7,1742 Memorial Avenue Southwest,Roanoke,VA,24015
-8906254.199,4482008.626,32895,Roanoke Fire - EMS Station 13,4330 Appleton Avenue Northwest,Roanoke,VA,24017
-8902103.895,4484258.174,32916,Roanoke Fire - EMS Station 10,5228 Aviation Drive Northwest,Roanoke,VA,24012
-8840451.907,4566054.778,31626,Rockbridge Baths Volunteer Fire Department Company 6,5024 Maury River Road,Rockbridge Baths,VA,24473
-8647266.148,4540572.025,30106,Hanover County Fire - EMS Company 9 - Rockville Volunteer Fire Station,11445 Rockville Road,Rockville,VA,23146
-9029658.02,4474854.379,31683,Rocky Gap Volunteer Fire Department,14082 North Scenic Highway,Rocky Gap,VA,24366
-8893586.867,4440914.424,30882,Rocky Mount Volunteer Fire Department Company 1,1250 North Main Street,Rocky Mount,VA,24151
-8894565.602,4417628.629,31638,Fork Mountain Volunteer Fire Department and Rescue Squad Company 8,2805 Virgil Hamlin Goode Highway,Rocky Mount,VA,24151
-8788216.963,4567113.653,31634,Wintergreen Fire and Rescue Station 1,2390 Wintergreen Drive,Roseland,VA,22967
-8657200.001,4740782.553,29695,Round Hill Volunteer Fire Department Company 4,4 Main Street,Round Hill,VA,20141
-9131691.291,4458036.484,31551,Oakwood Volunteer Fire Department Station 2,3754 Garden Creek Road,Rowe,VA,24646
-8725160.479,4612408.545,44903,Ruckersville Volunteer Fire Company,50 Sassafras Lane,Ruckersville,VA,22968
-9047246.958,4424369.494,31591,Rural Retreat Volunteer Fire Department,210 East Railroad Avenue,Rural Retreat,VA,24368
-8805606.639,4477552.118,31629,Rustburg Volunteer Fire Department,697 Village Highway,Rustburg,VA,24588
-8805301.822,4477478.234,31671,Virginia Department of Forestry Campbell County,163 Kabler Lane,Rustburg,VA,24588
-8628939.623,4582511.638,30003,Caroline County Fire and Rescue / Ladysmith Volunteer Fire Department Company 2,17401 Jefferson Davis Highway,Ruther Glen,VA,22546
-9245966.734,4411808.35,31659,Saint Charles Volunteer Fire Department,2461 Saint Charles Road,Saint Charles,VA,24282
-9162673.354,4425713.124,31555,Saint Paul Volunteer Fire Department,16640 Russell Street,Saint Paul,VA,24283
-8913981.362,4491049.852,30788,Roanoke County Fire and Rescue Station 10 - Mason Cove Fire Company,3810 Bradshaw Road,Salem,VA,24153
-8908911.607,4479420.655,31549,Salem Fire and Emergency Medical Services Department Station 2,415 Electric Road,Salem,VA,24153
-8911872.133,4479861.293,31554,Salem Fire and Emergency Medical Services Department Station 1,105 South Market Street,Salem,VA,24153
-8920111.91,4477630.605,31644,Roanoke County Fire and Rescue Station 9 - Fort Lewis Fire and Emergency Medical Services Company,3915 West Main Street,Salem,VA,24153
-8912625.917,4478146.142,32910,Salem Fire and Emergency Medical Services Department Station 3,1900 Eddy Avenue,Salem,VA,24153
-9075321.904,4435057.156,32881,Nebo Volunteer Fire Department Station 1,612 Blue Grass Trail,Saltville,VA,24370
-9102056.534,4422117.805,32906,Saltville Volunteer Fire Department,312 Palmer Avenue,Saltville,VA,24370
-8600635.8,4509526.27,29804,Henrico County Fire Station 14,5210 Technology Boulevard,Sandston,VA,23150
-8429188.544,4569191.368,29701,Saxis Volunteer Fire Company,8337 Free School Road,Saxis,VA,23427
-8771091.412,4405305.611,30934,Scottsburg Volunteer Fire Department,3050 Scottsburg Road,Scottsburg,VA,24589
-8739125.47,4552268.118,30900,Scottsville Volunteer Fire Department,141 Irish Road,Scottsville,VA,24590
-8510257.007,4467162.998,29666,York County Department of Fire and Life Safety Station 6 Seaford,503 Back Creek Road,Seaford,VA,23696
-8569866.602,4407753.501,29602,Sedley Volunteer Fire Department Station 8,18080 Johnson Mill Road,Sedley,VA,23878
-8888743.067,4552110.944,30719,Selma Volunteer Fire Department and First Responders,1106 Richmond Street,Selma,VA,24474
-8539228.023,4507532.128,29703,Lower King and Queen Volunteer Fire Department - Grassit Station,4764 York River Road,Shacklefords,VA,23156
-8539917.305,4515919.782,30092,Lower King and Queen Volunteer Fire Department - Shacklefords Station,250 Bohannon Park Road,Shacklefords,VA,23156
-8752403.677,4648270.209,31710,Shenandoah Volunteer Fire Company,201 Pennsylvania Avenue,Shenandoah,VA,22849
-8785275.109,4657148.792,31570,Singers Glen Volunteer Fire Company,9410 Singers Glen Road,Singers Glen,VA,22850
-8535677.033,4448350.334,29737,Rushmere Volunteer Fire Department,5354 Old Stage Highway,Smithfield,VA,23430
-8527858.799,4434076.901,29998,Smithfield Volunteer Fire Department,1804 South Church Street,Smithfield,VA,23430
-8783076.766,4397102.445,31556,South Boston Fire Department,403 Broad Street,South Boston,VA,24592
-8798649,4386786.137,31653,Turbeville Volunteer Fire Department,1002 Melon Road,South Boston,VA,24592
-8697325.259,4401208.084,30896,South Hill Volunteer Fire Department Company 7,114 North Brunswick Avenue,South Hill,VA,23970
-8709780.826,4404951.169,31640,Buckhorn Volunteer Fire Department Company 2,5972 Union Level Road,South Hill,VA,23970
-9036321.887,4413954.524,32915,Speedwell Volunteer Fire Department,6631 Grayson Turnpike,Speedwell,VA,24374
-8920785.002,4377509.184,30831,Moorefield Store Volunteer Fire Department,17 Virginia North Carolina Road,Spencer,VA,24165
-8709532.419,4672581.216,30852,Sperryville Volunteer Fire Department,11781 Lee Highway,Sperryville,VA,22740
-8650001.402,4622368.946,18453,Spotsylvania County Fire and Rescue Station 7,10501 Orange Plank Road,Spotsylvania,VA,22553
-8629627.401,4598602.1,30030,Spotsylvania County Fire and Rescue Station 8,6429 Jefferson Davis Highway,Spotsylvania,VA,22553
-8653925.169,4597168.837,36442,Spotsylvania County Fire Station 2,11700 Volunteer Lane,Spotsylvania,VA,22553
-8636364.187,4608461.437,36562,Spotsylvania County Fire and Rescue Station 1,7200 Courthouse Commons Boulevard,Spotsylvania,VA,22553
-8568159.09,4465083.805,29688,Claremont Volunteer Fire Department Station 1,1261 Spring Grove Road,Spring Grove,VA,23881
-8599738.685,4685369.84,40347,Fairfax County Fire and Rescue Department Station 35 Pohick,7801 Maritime Lane,Springfield,VA,22153-2170
-8598035.942,4690718.506,40645,Fairfax County Fire and Rescue Department Station 27 West Springfield,6140 Rolling Road,Springfield,VA,22152-1511
-8592058.865,4688202.724,41886,Fairfax County Fire and Rescue Department Station 22 Springfield,7011 Backlick Road,Springfield,VA,22150-3102
-8590664.588,4693784.719,41982,Fairfax County Fire and Rescue Department Station 26 Edsall Road,5316 Carolina Place,Springfield,VA,22151-4401
-8592725.668,4687136,42057,Fort Belvoir Fire Department Station 464,7130 Barta Road,Springfield,VA,22153
-8617820.276,4638895.68,29541,Stafford County Fire and Rescue Department Station 2 Stafford,2080 Jefferson Davis Highway,Stafford,VA,22554
-8609205.122,4646191.251,29583,Stafford County Fire and Rescue Department Station 3 Widewater,749 Widewater Road,Stafford,VA,22554
-8616056.678,4644794.634,29653,Stafford County Fire and Rescue Department Station 9 Aquia Harbour,1001 Washington Drive,Stafford,VA,22554
-8613964.833,4649032.765,29699,Stafford County Fire and Rescue Department Station 10 Potomac Hills,3528 Jefferson Davis Highway,Stafford,VA,22554
-8613942.948,4634385.501,29786,Stafford County Fire and Rescue Department Station 5 Brooke,222 Andrew Chapel Road,Stafford,VA,22554
-8626441.364,4648899.994,29882,Stafford County Fire and Rescue Department Emergency Medical Services Station 8 Rockhill,1565 Garrisonville Road,Stafford,VA,22556
-8629735.794,4650971.344,29912,Stafford County Fire Department Station 8 Rockhill,2133 Garrisonville Road,Stafford,VA,22556
-8622850.211,4645562.466,30930,Stafford County Fire and Rescue Department Station 14 North Stafford,53 Shelton Shop Road,Stafford,VA,22554
-8732145.497,4620973.489,30720,Stanardsville Volunteer Fire Department Station 1,275 Celt Road,Stanardsville,VA,22973
-8738946.324,4660950.234,30866,Stanley Volunteer Fire Department,190 East Main Street,Stanley,VA,22851
-8732303.698,4732582.951,38065,Star Tannery Volunteer Fire and Rescue Station 17,950 Brill Road,Star Tannery,VA,22654
-8802404.214,4601277.777,30841,Staunton Fire and Rescue Department Station 1 Headquarters,500 North Augusta Street,Staunton,VA,24401
-8808185.293,4585355.34,30928,Riverheads Volunteer Fire Department Company 25,49 Swartzel Shop Road,Staunton,VA,24401
-8799400.965,4598755.633,31534,Augusta County Fire Department Station 10,1026 Richmond Road,Staunton,VA,24402
-8809749.629,4601502.543,31564,Swoope Volunteer Fire Department Company 14,697 Parkersburg Turnpike,Staunton,VA,24401
-8805014.397,4602072.239,31772,Staunton Fire and Rescue Department Station 2,300 Grubert Avenue,Staunton,VA,24401
-8706959.014,4733676.626,29826,Frederick County Fire and Rescue Department Station 11 - Stephens City Volunteer Fire and Rescue,5346 Mulberry Street,Stephens City,VA,22655
-8616350.449,4721627.429,29573,Loudoun County Fire and Rescue Sterling Volunteer Rescue Squad Station 15,104 Commerce Street,Sterling,VA,20164
-8614220.524,4728607.921,29880,Loudoun County Fire and Rescue Sterling Volunteer Rescue Squad Station 25,46700 Middlefield Drive,Sterling,VA,20165
-8631474.251,4713996.421,29881,Loudoun County Fire and Rescue Arcola Pleasant Valley Volunteer Fire Department Station 9,24300 Gum Spring Road,Sterling,VA,20166
-8614226.405,4728603.65,30052,Loudoun County Fire and Rescue Sterling Volunteer Fire Company Station 18,46700 Middlefield Drive,Sterling,VA,20165
-8616350.524,4721627.578,30154,Loudoun County Fire and Rescue Sterling Volunteer Fire Company Station 11,104 Commerce Street,Sterling,VA,20164
-8602808.533,4427060.447,29601,Sussex Courthouse Volunteer Fire Department,20169 Princeton Road,Stony Creek,VA,23882
-8636472.981,4427495.055,29886,Old Hickory Volunteer Fire Department Station 5,25813 Courthouse Road,Stony Creek,VA,23882
-8616133.306,4431775.494,29921,Stony Creek Volunteer Fire Department,12457 Hartley Street,Stony Creek,VA,23882
-8716042.671,4715540.191,31522,Fortsmouth Volunteer Fire Department,53 Lower Valley Road,Strasburg,VA,22657
-8723070.105,4720129.139,38823,Strasburg Fire Department Company 51,163 East King Street,Strasburg,VA,22657
-8944110.581,4381142.523,30821,Collinstown - Claudville - Drypond - Five Forks Volunteer Fire and Rescue Department Station 1,2086 Dry Pond Highway,Stuart,VA,24171
-8935186.833,4389218.368,31592,Stuart Volunteer Fire Department,106 Patrick Avenue,Stuart,VA,24171
-8921695.919,4407534.553,31627,Fairystone Volunteer Fire Department,6687 Fairystone Park Highway,Stuart,VA,24171
-8798000.634,4583777.461,30899,Stuarts Draft Volunteer Fire Department Company 7,118 Draft Avenue,Stuarts Draft,VA,24477
-8525509.932,4401705.111,29698,Suffolk Department of Fire and Rescue Station 1 Headquarters,400 Market Street,Suffolk,VA,23434
-8510878.682,4419879.291,29775,Suffolk Department of Fire and Rescue Station 5,3901 Bridge Road,Suffolk,VA,23435
-8529783.652,4404407.576,29878,Suffolk Department of Fire and Rescue Station 4,837 Lake Kilby Road,Suffolk,VA,23434
-8523868.48,4419677.072,29909,Suffolk Department of Fire and Rescue Station 9 Chuckatuck Volunteer Fire Department,300 Kings Highway,Suffolk,VA,23432
-8535927.062,4382578.925,29910,Suffolk Department of Fire and Rescue Station 8 Whaleyville Volunteer Fire Department,6235 Whaleyville Boulevard,Suffolk,VA,23438
-8516598.676,4416498.307,29916,Suffolk Department of Fire and Rescue Station 10 Driver Volunteer Fire Department,4869 Bennetts Pasture Road,Suffolk,VA,23435
-8547694.084,4393570.99,30107,Suffolk Department of Fire and Rescue Station 7 Holland Volunteer Fire Department,6666 O'Kelly Drive,Suffolk,VA,23437
-8523742.069,4400512.599,30153,Suffolk Department of Fire and Rescue Station 3,1001 White Marsh Road,Suffolk,VA,23434
-8526347.37,4409483.21,30713,Suffolk Department of Fire and Rescue Station 6,300 Kings Fork Road,Suffolk,VA,23434
-9062622.939,4407590.807,32884,Sugar Grove Volunteer Fire Department,178 Flat Ridge Road,Sugar Grove,VA,24375
-8538153.255,4462071.94,29668,Surry Nuclear Power Station Fire Service,5570 Hog Island Road,Surry,VA,23883
-8553179.323,4457582.863,30038,Surry Volunteer Fire Department,25 Bank Street,Surry,VA,23883
-8816437.919,4394682.185,30775,Laurel Grove Volunteer Fire and Rescue,1341 Laurel Grove Road,Sutherlin,VA,24594
-8508474.678,4456210.044,29556,York County Department of Fire and Life Safety Station 2 Tabb,4405 Big Bethel Road,Tabb,VA,23693
-8459385.642,4554366.673,29986,Tangier Volunteer Fire Department,16344 Main Street,Tangier,VA,23440
-9086843.236,4435019.237,30891,Tannersville Volunteer Fire Department,Freestone Valley Road,Tannersville,VA,24377
-8557234.9,4569729.299,44986,Tappahannock - Essex Volunteer Fire Department Station 1,620 Airport Road,Tappahannock,VA,22560
-8426752.888,4538671.81,29793,Tasley Volunteer Fire Company,24223 Tasley Road,Tasley,VA,23441
-9078019.184,4449913.252,30800,Thompson Valley Volunteer Fire Department and Rescue Squad,8905 Thompson Valley Road,Tazewell,VA,24651
-9091730.069,4441843.505,30810,Cove Volunteer Fire Department,1810 Maiden Springs Road,Tazewell,VA,24651
-9075413.911,4455034.025,30881,Tazewell Volunteer Fire Department,520 West Main Street,Tazewell,VA,24651
-9055983.245,4454629.307,31620,Burkes Garden Volunteer Fire Department,6164 Burkes Garden Road,Tazewell,VA,24651
-9077319.358,4456027.919,31666,Tazewell County Fire Department and Rescue Squad,725 Fairground Road,Tazewell,VA,24651
-9072066.563,4456428.9,31672,Tazewell County Fire and Rescue Substation,725 East Fincastle Turnpike,Tazewell,VA,24651
-8874228.084,4483765.683,30904,Shady Grove Volunteer Fire Department,101 Shady Grove Drive,Thaxton,VA,24174
-8657617.1,4702027.079,44878,The Plains Volunteer Fire and Rescue Company 4,4260 Loudoun Avenue,The Plains,VA,20198
-8769152.256,4669456.487,30939,Timberville Volunteer Fire Department,217 South Main Street,Timberville,VA,22853
-8550099.02,4492426.503,29944,James City County Fire Department / Ambulance Station 1,3135 Forge Road,Toano,VA,23168
-8731976.607,4713886.527,44634,Shenandoah County Fire and Rescue Station 9 - Toms Brook Volunteer Fire Department,3342 South Main Street,Toms Brook,VA,22660
-8608594.568,4657896.41,29586,Dumfries - Triangle Volunteer Fire Department Station 3F,18321 Jefferson Davis Highway,Triangle,VA,22172
-9065387.458,4397793.465,32907,Troutdale Community Volunteer Fire Department,291 Ripshin Road,Troutdale,VA,24378
-8891750.646,4497545.692,31649,Troutville Volunteer Fire Department and Rescue Squad,20 Sunset Avenue,Troutville,VA,24175
-8670208.789,4720843.923,30156,Upperville Volunteer Fire Company 5,9167 John S Mosby Highway,Upperville,VA,20184
-8524740.779,4528073.584,29783,Middlesex Volunteer Fire Department,330 Virginia Street,Urbanna,VA,23175
-9146391.49,4471141.698,30815,Russell Prater Fire Department - Rescue Squad,1026 Kill Deer Lane,Vansant,VA,24656
-8805533.695,4402852.382,31641,Oak Level Volunteer Fire Department,2019 Oak Level Road,Vernon Hill,VA,24597
-8795697.13,4607563.727,31766,Verona Volunteer Fire Department Company 6,308 Lee Highway,Verona,VA,24482
-8707910.649,4437765.881,30919,Victoria Fire and Rescue,1421 Main Street,Victoria,VA,23974
-8602199.575,4715534.637,40427,Fairfax County Fire and Rescue Department Station 42 Wolftrap,1315 Beulah Road,Vienna,VA,22182-1411
-8600690.133,4707240.388,41626,Fairfax County Fire and Rescue Department Station 2 Vienna,400 Center Street Southwest,Vienna,VA,22180-4109
-8882545.406,4477028.846,31628,Stewartsville - Chamblissburg Volunteer Fire Department Company 13 Station 1,7797 Jordantown Road,Vinton,VA,24179
-8894325.017,4478149.658,31667,Roanoke County Fire and Rescue Station 2 - Vinton Fire Department,120 West Jackson Avenue,Vinton,VA,24179
-8874636.246,4475059.682,31668,Stewartsville - Chamblissburg Volunteer Fire Department Station 2,10643 Stewartsville Road,Vinton,VA,24179
-8763590.747,4392180.884,31600,Midway Volunteer Fire Department,11009 Bill Tuck Highway,Virgilina,VA,24598
