federal_provider_number,provider_name,provider_address,provider_city,provider_state,provider_zip_code,role_played_by_owner_or_manager_in_facility,owner_type,owner_name,ownership_percentage,association_date,location,processing_date
495379,CLARKSVILLE HEALTH & REHAB CENTER,184 BUFFALO ROAD,CLARKSVILLE,VA,23927,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,SHH HOLDINGS LLC,NO PERCENTAGE PROVIDED,since 11/01/2020,"184 BUFFALO ROAD,CLARKSVILLE,VA,23927",8/1/22
495379,CLARKSVILLE HEALTH & REHAB CENTER,184 BUFFALO ROAD,CLARKSVILLE,VA,23927,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,WIW DYNASTY LLC,NO PERCENTAGE PROVIDED,since 11/01/2020,"184 BUFFALO ROAD,CLARKSVILLE,VA,23927",8/1/22
495379,CLARKSVILLE HEALTH & REHAB CENTER,184 BUFFALO ROAD,CLARKSVILLE,VA,23927,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,WWBV HOLDINGS LLC,NO PERCENTAGE PROVIDED,since 11/01/2020,"184 BUFFALO ROAD,CLARKSVILLE,VA,23927",8/1/22
495379,CLARKSVILLE HEALTH & REHAB CENTER,184 BUFFALO ROAD,CLARKSVILLE,VA,23927,OPERATIONAL/MANAGERIAL CONTROL,Organization,"SABER GOVERNANCE, LLC",NOT APPLICABLE,since 11/01/2020,"184 BUFFALO ROAD,CLARKSVILLE,VA,23927",8/1/22
495379,CLARKSVILLE HEALTH & REHAB CENTER,184 BUFFALO ROAD,CLARKSVILLE,VA,23927,OPERATIONAL/MANAGERIAL CONTROL,Organization,SHG MANAGEMENT LLC,NOT APPLICABLE,since 11/01/2020,"184 BUFFALO ROAD,CLARKSVILLE,VA,23927",8/1/22
495379,CLARKSVILLE HEALTH & REHAB CENTER,184 BUFFALO ROAD,CLARKSVILLE,VA,23927,OPERATIONAL/MANAGERIAL CONTROL,Individual,"DAVIS, MITCHELL",NOT APPLICABLE,since 11/01/2020,"184 BUFFALO ROAD,CLARKSVILLE,VA,23927",8/1/22
495379,CLARKSVILLE HEALTH & REHAB CENTER,184 BUFFALO ROAD,CLARKSVILLE,VA,23927,DIRECTOR,Individual,"VOLPE, BENJAMIN",NOT APPLICABLE,since 11/01/2020,"184 BUFFALO ROAD,CLARKSVILLE,VA,23927",8/1/22
495379,CLARKSVILLE HEALTH & REHAB CENTER,184 BUFFALO ROAD,CLARKSVILLE,VA,23927,DIRECTOR,Individual,"WEISBERG, WILLIAM",NOT APPLICABLE,since 11/01/2020,"184 BUFFALO ROAD,CLARKSVILLE,VA,23927",8/1/22
495379,CLARKSVILLE HEALTH & REHAB CENTER,184 BUFFALO ROAD,CLARKSVILLE,VA,23927,OFFICER,Individual,"NICOLUZAKIS, GREGORY",NOT APPLICABLE,since 11/01/2020,"184 BUFFALO ROAD,CLARKSVILLE,VA,23927",8/1/22
495379,CLARKSVILLE HEALTH & REHAB CENTER,184 BUFFALO ROAD,CLARKSVILLE,VA,23927,OFFICER,Individual,"VOLPE, BENJAMIN",NOT APPLICABLE,since 11/01/2020,"184 BUFFALO ROAD,CLARKSVILLE,VA,23927",8/1/22
495379,CLARKSVILLE HEALTH & REHAB CENTER,184 BUFFALO ROAD,CLARKSVILLE,VA,23927,OFFICER,Individual,"WEISBERG, WILLIAM",NOT APPLICABLE,since 11/01/2020,"184 BUFFALO ROAD,CLARKSVILLE,VA,23927",8/1/22
495379,CLARKSVILLE HEALTH & REHAB CENTER,184 BUFFALO ROAD,CLARKSVILLE,VA,23927,MANAGING EMPLOYEE,Individual,"CLAIBORNE, C JASON",NOT APPLICABLE,since 11/01/2020,"184 BUFFALO ROAD,CLARKSVILLE,VA,23927",8/1/22
495380,CHASE CITY HEALTH AND REHAB CENTER,5539 HIGHWAY FORTY SEVEN,CHASE CITY,VA,23924,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,BDSHEFFER LLC,20%,since 10/08/2004,"5539 HIGHWAY FORTY SEVEN,CHASE CITY,VA,23924",8/1/22
495380,CHASE CITY HEALTH AND REHAB CENTER,5539 HIGHWAY FORTY SEVEN,CHASE CITY,VA,23924,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,DJ PETRINE LLC,51%,since 10/08/2004,"5539 HIGHWAY FORTY SEVEN,CHASE CITY,VA,23924",8/1/22
495380,CHASE CITY HEALTH AND REHAB CENTER,5539 HIGHWAY FORTY SEVEN,CHASE CITY,VA,23924,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"GOODALL, LURY",19%,since 05/12/2004,"5539 HIGHWAY FORTY SEVEN,CHASE CITY,VA,23924",8/1/22
495380,CHASE CITY HEALTH AND REHAB CENTER,5539 HIGHWAY FORTY SEVEN,CHASE CITY,VA,23924,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"STALLARD, PATRICIA",10%,since 05/12/2004,"5539 HIGHWAY FORTY SEVEN,CHASE CITY,VA,23924",8/1/22
495380,CHASE CITY HEALTH AND REHAB CENTER,5539 HIGHWAY FORTY SEVEN,CHASE CITY,VA,23924,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Individual,"PETRINE, DEBORAH",23%,since 05/12/2004,"5539 HIGHWAY FORTY SEVEN,CHASE CITY,VA,23924",8/1/22
495380,CHASE CITY HEALTH AND REHAB CENTER,5539 HIGHWAY FORTY SEVEN,CHASE CITY,VA,23924,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Individual,"PETRINE, JAMES",23%,since 01/01/2002,"5539 HIGHWAY FORTY SEVEN,CHASE CITY,VA,23924",8/1/22
495380,CHASE CITY HEALTH AND REHAB CENTER,5539 HIGHWAY FORTY SEVEN,CHASE CITY,VA,23924,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Individual,"SHEFFER, BRADY",20%,since 05/12/2004,"5539 HIGHWAY FORTY SEVEN,CHASE CITY,VA,23924",8/1/22
495380,CHASE CITY HEALTH AND REHAB CENTER,5539 HIGHWAY FORTY SEVEN,CHASE CITY,VA,23924,OPERATIONAL/MANAGERIAL CONTROL,Organization,COMMONWEALTH CARE OF ROANOKE INC,NOT APPLICABLE,since 07/01/2004,"5539 HIGHWAY FORTY SEVEN,CHASE CITY,VA,23924",8/1/22
495380,CHASE CITY HEALTH AND REHAB CENTER,5539 HIGHWAY FORTY SEVEN,CHASE CITY,VA,23924,OFFICER,Individual,"ALESANTRINO, JOE",NOT APPLICABLE,since 06/01/2019,"5539 HIGHWAY FORTY SEVEN,CHASE CITY,VA,23924",8/1/22
495380,CHASE CITY HEALTH AND REHAB CENTER,5539 HIGHWAY FORTY SEVEN,CHASE CITY,VA,23924,OFFICER,Individual,"TUCKER, DAVID",NOT APPLICABLE,since 07/01/2006,"5539 HIGHWAY FORTY SEVEN,CHASE CITY,VA,23924",8/1/22
495380,CHASE CITY HEALTH AND REHAB CENTER,5539 HIGHWAY FORTY SEVEN,CHASE CITY,VA,23924,MANAGING EMPLOYEE,Individual,"PARROTT, ROBIN",NOT APPLICABLE,since 11/23/2015,"5539 HIGHWAY FORTY SEVEN,CHASE CITY,VA,23924",8/1/22
495381,SUMMIT HEALTH AND REHAB CENTER,1300 ENTERPRISE DRIVE,LYNCHBURG,VA,24502,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,WYNDHURST SNF HOLDINGS LLC,100%,since 11/01/2021,"1300 ENTERPRISE DRIVE,LYNCHBURG,VA,24502",8/1/22
495381,SUMMIT HEALTH AND REHAB CENTER,1300 ENTERPRISE DRIVE,LYNCHBURG,VA,24502,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,DELILAH 2626 HOLDINGS LLC,NO PERCENTAGE PROVIDED,since 11/01/2021,"1300 ENTERPRISE DRIVE,LYNCHBURG,VA,24502",8/1/22
495381,SUMMIT HEALTH AND REHAB CENTER,1300 ENTERPRISE DRIVE,LYNCHBURG,VA,24502,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,LION 26 HOLDINGS LLC,NO PERCENTAGE PROVIDED,since 11/01/2021,"1300 ENTERPRISE DRIVE,LYNCHBURG,VA,24502",8/1/22
495381,SUMMIT HEALTH AND REHAB CENTER,1300 ENTERPRISE DRIVE,LYNCHBURG,VA,24502,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,SABRINA 1818 HOLDINGS LLC,NO PERCENTAGE PROVIDED,since 11/01/2021,"1300 ENTERPRISE DRIVE,LYNCHBURG,VA,24502",8/1/22
495381,SUMMIT HEALTH AND REHAB CENTER,1300 ENTERPRISE DRIVE,LYNCHBURG,VA,24502,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,SAESSY IRREVOCABLE TRUST,NO PERCENTAGE PROVIDED,since 11/01/2021,"1300 ENTERPRISE DRIVE,LYNCHBURG,VA,24502",8/1/22
495381,SUMMIT HEALTH AND REHAB CENTER,1300 ENTERPRISE DRIVE,LYNCHBURG,VA,24502,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,TATIRIQ IRREVOCABLE TRUST,NO PERCENTAGE PROVIDED,since 11/01/2021,"1300 ENTERPRISE DRIVE,LYNCHBURG,VA,24502",8/1/22
495381,SUMMIT HEALTH AND REHAB CENTER,1300 ENTERPRISE DRIVE,LYNCHBURG,VA,24502,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,TIMBERLAKE OPERATIONS HOLDINGS LLC,NO PERCENTAGE PROVIDED,since 11/01/2021,"1300 ENTERPRISE DRIVE,LYNCHBURG,VA,24502",8/1/22
495381,SUMMIT HEALTH AND REHAB CENTER,1300 ENTERPRISE DRIVE,LYNCHBURG,VA,24502,OPERATIONAL/MANAGERIAL CONTROL,Organization,HVH TIMBERLAKE MANAGEMENT LLC,NOT APPLICABLE,since 11/01/2021,"1300 ENTERPRISE DRIVE,LYNCHBURG,VA,24502",8/1/22
495381,SUMMIT HEALTH AND REHAB CENTER,1300 ENTERPRISE DRIVE,LYNCHBURG,VA,24502,OFFICER,Individual,"DAS MUNSHI, UMA",NOT APPLICABLE,since 11/01/2021,"1300 ENTERPRISE DRIVE,LYNCHBURG,VA,24502",8/1/22
495381,SUMMIT HEALTH AND REHAB CENTER,1300 ENTERPRISE DRIVE,LYNCHBURG,VA,24502,MANAGING EMPLOYEE,Individual,"DAS MUNSHI, UMA",NOT APPLICABLE,since 11/01/2021,"1300 ENTERPRISE DRIVE,LYNCHBURG,VA,24502",8/1/22
495381,SUMMIT HEALTH AND REHAB CENTER,1300 ENTERPRISE DRIVE,LYNCHBURG,VA,24502,MANAGING EMPLOYEE,Individual,"MARTIN, REBECCA",NOT APPLICABLE,since 11/01/2021,"1300 ENTERPRISE DRIVE,LYNCHBURG,VA,24502",8/1/22
495383,"FRANCIS N SANDERS NURSING HOME, INC",7385 WALKER AVE,GLOUCESTER,VA,23061,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,"RIVERSIDE HEALTHCARE ASSOCIATION, INC.",NO PERCENTAGE PROVIDED,since 09/10/2003,"7385 WALKER AVE,GLOUCESTER,VA,23061",8/1/22
495383,"FRANCIS N SANDERS NURSING HOME, INC",7385 WALKER AVE,GLOUCESTER,VA,23061,DIRECTOR,Individual,"ADAMS, STEVEN",NOT APPLICABLE,since 01/24/2011,"7385 WALKER AVE,GLOUCESTER,VA,23061",8/1/22
495383,"FRANCIS N SANDERS NURSING HOME, INC",7385 WALKER AVE,GLOUCESTER,VA,23061,DIRECTOR,Individual,"BECKER, DELORIS",NOT APPLICABLE,since 01/24/2011,"7385 WALKER AVE,GLOUCESTER,VA,23061",8/1/22
495383,"FRANCIS N SANDERS NURSING HOME, INC",7385 WALKER AVE,GLOUCESTER,VA,23061,DIRECTOR,Individual,"DACEY, MICHAEL",NOT APPLICABLE,since 01/01/2019,"7385 WALKER AVE,GLOUCESTER,VA,23061",8/1/22
495383,"FRANCIS N SANDERS NURSING HOME, INC",7385 WALKER AVE,GLOUCESTER,VA,23061,DIRECTOR,Individual,"DOWNEY, WILLIAM",NOT APPLICABLE,since 06/01/2007,"7385 WALKER AVE,GLOUCESTER,VA,23061",8/1/22
495383,"FRANCIS N SANDERS NURSING HOME, INC",7385 WALKER AVE,GLOUCESTER,VA,23061,DIRECTOR,Individual,"ELOFSON, FREDRICK",NOT APPLICABLE,since 01/01/2019,"7385 WALKER AVE,GLOUCESTER,VA,23061",8/1/22
495383,"FRANCIS N SANDERS NURSING HOME, INC",7385 WALKER AVE,GLOUCESTER,VA,23061,DIRECTOR,Individual,"HAUSER, VICKI",NOT APPLICABLE,since 01/25/2010,"7385 WALKER AVE,GLOUCESTER,VA,23061",8/1/22
495383,"FRANCIS N SANDERS NURSING HOME, INC",7385 WALKER AVE,GLOUCESTER,VA,23061,DIRECTOR,Individual,"HAYWOOD, BARBARA",NOT APPLICABLE,since 01/01/2016,"7385 WALKER AVE,GLOUCESTER,VA,23061",8/1/22
495383,"FRANCIS N SANDERS NURSING HOME, INC",7385 WALKER AVE,GLOUCESTER,VA,23061,DIRECTOR,Individual,"HECKLER, EDWARD",NOT APPLICABLE,since 01/01/2019,"7385 WALKER AVE,GLOUCESTER,VA,23061",8/1/22
495383,"FRANCIS N SANDERS NURSING HOME, INC",7385 WALKER AVE,GLOUCESTER,VA,23061,DIRECTOR,Individual,"HOUSER, JASON",NOT APPLICABLE,since 01/01/2019,"7385 WALKER AVE,GLOUCESTER,VA,23061",8/1/22
495383,"FRANCIS N SANDERS NURSING HOME, INC",7385 WALKER AVE,GLOUCESTER,VA,23061,DIRECTOR,Individual,"JACOBS, SUSAN",NOT APPLICABLE,since 01/01/2019,"7385 WALKER AVE,GLOUCESTER,VA,23061",8/1/22
495383,"FRANCIS N SANDERS NURSING HOME, INC",7385 WALKER AVE,GLOUCESTER,VA,23061,DIRECTOR,Individual,"LITTLEFIELD, NANCY",NOT APPLICABLE,since 01/01/2019,"7385 WALKER AVE,GLOUCESTER,VA,23061",8/1/22
495383,"FRANCIS N SANDERS NURSING HOME, INC",7385 WALKER AVE,GLOUCESTER,VA,23061,DIRECTOR,Individual,"SMITH, CONWAY",NOT APPLICABLE,NO DATE PROVIDED,"7385 WALKER AVE,GLOUCESTER,VA,23061",8/1/22
495383,"FRANCIS N SANDERS NURSING HOME, INC",7385 WALKER AVE,GLOUCESTER,VA,23061,DIRECTOR,Individual,"SMITH, KIRBY",NOT APPLICABLE,since 06/01/2007,"7385 WALKER AVE,GLOUCESTER,VA,23061",8/1/22
495383,"FRANCIS N SANDERS NURSING HOME, INC",7385 WALKER AVE,GLOUCESTER,VA,23061,DIRECTOR,Individual,"ZEIDLER, JEANNE",NOT APPLICABLE,since 01/01/2019,"7385 WALKER AVE,GLOUCESTER,VA,23061",8/1/22
495383,"FRANCIS N SANDERS NURSING HOME, INC",7385 WALKER AVE,GLOUCESTER,VA,23061,OFFICER,Individual,"AUSTIN, WALTER",NOT APPLICABLE,since 07/02/2012,"7385 WALKER AVE,GLOUCESTER,VA,23061",8/1/22
495383,"FRANCIS N SANDERS NURSING HOME, INC",7385 WALKER AVE,GLOUCESTER,VA,23061,MANAGING EMPLOYEE,Individual,"BENJAMIN, LISA",NOT APPLICABLE,since 08/15/2016,"7385 WALKER AVE,GLOUCESTER,VA,23061",8/1/22
495383,"FRANCIS N SANDERS NURSING HOME, INC",7385 WALKER AVE,GLOUCESTER,VA,23061,MANAGING EMPLOYEE,Individual,"ZAMBITO MORILLO, CHRISTINE",NOT APPLICABLE,since 12/26/2019,"7385 WALKER AVE,GLOUCESTER,VA,23061",8/1/22
495384,FRANCIS MARION MANOR HEALTH & REHABILITATION,"100 FRANCIS MARION LANE,",MARION,VA,24354,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,MOUNTAIN STATES HEALTH ALLIANCE,100%,since 11/10/2021,"100 FRANCIS MARION LANE,,MARION,VA,24354",8/1/22
495384,FRANCIS MARION MANOR HEALTH & REHABILITATION,"100 FRANCIS MARION LANE,",MARION,VA,24354,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,BALLAD HEALTH,100%,since 02/01/2018,"100 FRANCIS MARION LANE,,MARION,VA,24354",8/1/22
495384,FRANCIS MARION MANOR HEALTH & REHABILITATION,"100 FRANCIS MARION LANE,",MARION,VA,24354,DIRECTOR,Individual,"BELISLE, TIMOTHY",NOT APPLICABLE,since 11/10/2021,"100 FRANCIS MARION LANE,,MARION,VA,24354",8/1/22
495384,FRANCIS MARION MANOR HEALTH & REHABILITATION,"100 FRANCIS MARION LANE,",MARION,VA,24354,DIRECTOR,Individual,"DEATON, BUFORD",NOT APPLICABLE,since 07/01/2019,"100 FRANCIS MARION LANE,,MARION,VA,24354",8/1/22
495384,FRANCIS MARION MANOR HEALTH & REHABILITATION,"100 FRANCIS MARION LANE,",MARION,VA,24354,DIRECTOR,Individual,"EICHORN, MARVIN",NOT APPLICABLE,since 11/10/2021,"100 FRANCIS MARION LANE,,MARION,VA,24354",8/1/22
495384,FRANCIS MARION MANOR HEALTH & REHABILITATION,"100 FRANCIS MARION LANE,",MARION,VA,24354,OFFICER,Individual,"KRUTAK, MARY",NOT APPLICABLE,since 07/01/2014,"100 FRANCIS MARION LANE,,MARION,VA,24354",8/1/22
495384,FRANCIS MARION MANOR HEALTH & REHABILITATION,"100 FRANCIS MARION LANE,",MARION,VA,24354,OFFICER,Individual,"LEVINE, ALAN",NOT APPLICABLE,since 02/01/2018,"100 FRANCIS MARION LANE,,MARION,VA,24354",8/1/22
495384,FRANCIS MARION MANOR HEALTH & REHABILITATION,"100 FRANCIS MARION LANE,",MARION,VA,24354,MANAGING EMPLOYEE,Individual,"WILGOCKI, GREGORY",NOT APPLICABLE,since 07/01/2019,"100 FRANCIS MARION LANE,,MARION,VA,24354",8/1/22
495385,"VMRC, COMPLETE LIVING CARE",1475 VIRGINIA AVENUE,HARRISONBURG,VA,22802,OPERATIONAL/MANAGERIAL CONTROL,Organization,VIRGINIA MENNONITE RETIREMENT COMMUNITY INC,NOT APPLICABLE,since 10/01/1988,"1475 VIRGINIA AVENUE,HARRISONBURG,VA,22802",8/1/22
495385,"VMRC, COMPLETE LIVING CARE",1475 VIRGINIA AVENUE,HARRISONBURG,VA,22802,OPERATIONAL/MANAGERIAL CONTROL,Individual,"TRUMBO, JUDITH",NOT APPLICABLE,since 04/18/2013,"1475 VIRGINIA AVENUE,HARRISONBURG,VA,22802",8/1/22
495385,"VMRC, COMPLETE LIVING CARE",1475 VIRGINIA AVENUE,HARRISONBURG,VA,22802,DIRECTOR,Individual,"BERT, DARYL",NOT APPLICABLE,since 04/01/2020,"1475 VIRGINIA AVENUE,HARRISONBURG,VA,22802",8/1/22
495385,"VMRC, COMPLETE LIVING CARE",1475 VIRGINIA AVENUE,HARRISONBURG,VA,22802,DIRECTOR,Individual,"BLOSSER, KELLY",NOT APPLICABLE,since 04/01/2021,"1475 VIRGINIA AVENUE,HARRISONBURG,VA,22802",8/1/22
495385,"VMRC, COMPLETE LIVING CARE",1475 VIRGINIA AVENUE,HARRISONBURG,VA,22802,DIRECTOR,Individual,"BOSHART-YODER, TERESA",NOT APPLICABLE,since 04/01/2018,"1475 VIRGINIA AVENUE,HARRISONBURG,VA,22802",8/1/22
495385,"VMRC, COMPLETE LIVING CARE",1475 VIRGINIA AVENUE,HARRISONBURG,VA,22802,DIRECTOR,Individual,"HARTMAN, JACQUELINE",NOT APPLICABLE,since 04/01/2014,"1475 VIRGINIA AVENUE,HARRISONBURG,VA,22802",8/1/22
495385,"VMRC, COMPLETE LIVING CARE",1475 VIRGINIA AVENUE,HARRISONBURG,VA,22802,DIRECTOR,Individual,"HOLLAR, HUNTER",NOT APPLICABLE,since 04/01/2018,"1475 VIRGINIA AVENUE,HARRISONBURG,VA,22802",8/1/22
495385,"VMRC, COMPLETE LIVING CARE",1475 VIRGINIA AVENUE,HARRISONBURG,VA,22802,DIRECTOR,Individual,"HUMPHRIES, KEVIN",NOT APPLICABLE,since 10/01/2011,"1475 VIRGINIA AVENUE,HARRISONBURG,VA,22802",8/1/22
495385,"VMRC, COMPLETE LIVING CARE",1475 VIRGINIA AVENUE,HARRISONBURG,VA,22802,DIRECTOR,Individual,"JANTZI, BERYL",NOT APPLICABLE,since 04/01/2014,"1475 VIRGINIA AVENUE,HARRISONBURG,VA,22802",8/1/22
495385,"VMRC, COMPLETE LIVING CARE",1475 VIRGINIA AVENUE,HARRISONBURG,VA,22802,DIRECTOR,Individual,"JOHNSON, CHERELLE",NOT APPLICABLE,since 06/22/2021,"1475 VIRGINIA AVENUE,HARRISONBURG,VA,22802",8/1/22
495385,"VMRC, COMPLETE LIVING CARE",1475 VIRGINIA AVENUE,HARRISONBURG,VA,22802,DIRECTOR,Individual,"KENNEL, ELMER",NOT APPLICABLE,since 04/01/2017,"1475 VIRGINIA AVENUE,HARRISONBURG,VA,22802",8/1/22
495385,"VMRC, COMPLETE LIVING CARE",1475 VIRGINIA AVENUE,HARRISONBURG,VA,22802,DIRECTOR,Individual,"KING, DEBRA",NOT APPLICABLE,since 04/01/2021,"1475 VIRGINIA AVENUE,HARRISONBURG,VA,22802",8/1/22
495385,"VMRC, COMPLETE LIVING CARE",1475 VIRGINIA AVENUE,HARRISONBURG,VA,22802,DIRECTOR,Individual,"MORENO SHENK, NELLY",NOT APPLICABLE,since 04/01/2021,"1475 VIRGINIA AVENUE,HARRISONBURG,VA,22802",8/1/22
495385,"VMRC, COMPLETE LIVING CARE",1475 VIRGINIA AVENUE,HARRISONBURG,VA,22802,DIRECTOR,Individual,"SEITZ, RANDY",NOT APPLICABLE,since 04/01/2020,"1475 VIRGINIA AVENUE,HARRISONBURG,VA,22802",8/1/22
495385,"VMRC, COMPLETE LIVING CARE",1475 VIRGINIA AVENUE,HARRISONBURG,VA,22802,DIRECTOR,Individual,"SMUCKER, DAVID",NOT APPLICABLE,since 04/01/2020,"1475 VIRGINIA AVENUE,HARRISONBURG,VA,22802",8/1/22
495385,"VMRC, COMPLETE LIVING CARE",1475 VIRGINIA AVENUE,HARRISONBURG,VA,22802,OFFICER,Individual,"PIPER, MICHAEL",NOT APPLICABLE,since 11/08/2002,"1475 VIRGINIA AVENUE,HARRISONBURG,VA,22802",8/1/22
495385,"VMRC, COMPLETE LIVING CARE",1475 VIRGINIA AVENUE,HARRISONBURG,VA,22802,OFFICER,Individual,"THORPE, REBECCA",NOT APPLICABLE,since 03/12/2018,"1475 VIRGINIA AVENUE,HARRISONBURG,VA,22802",8/1/22
495385,"VMRC, COMPLETE LIVING CARE",1475 VIRGINIA AVENUE,HARRISONBURG,VA,22802,OFFICER,Individual,"TRUMBO, JUDITH",NOT APPLICABLE,since 04/18/2013,"1475 VIRGINIA AVENUE,HARRISONBURG,VA,22802",8/1/22
495386,CARRINGTON PLACE AT BOTETOURT COMMONS,290 COMMONS PARKWAY,DALEVILLE,VA,24083,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,CREATIVE CARE RESOURCES LLC,20%,since 03/31/2021,"290 COMMONS PARKWAY,DALEVILLE,VA,24083",8/1/22
495386,CARRINGTON PLACE AT BOTETOURT COMMONS,290 COMMONS PARKWAY,DALEVILLE,VA,24083,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,VA BOTETOURT OPS LLC,80%,since 03/01/2020,"290 COMMONS PARKWAY,DALEVILLE,VA,24083",8/1/22
495386,CARRINGTON PLACE AT BOTETOURT COMMONS,290 COMMONS PARKWAY,DALEVILLE,VA,24083,OPERATIONAL/MANAGERIAL CONTROL,Organization,ARK POST ACUTE NETWORK LLC,NOT APPLICABLE,since 01/01/2021,"290 COMMONS PARKWAY,DALEVILLE,VA,24083",8/1/22
495386,CARRINGTON PLACE AT BOTETOURT COMMONS,290 COMMONS PARKWAY,DALEVILLE,VA,24083,OFFICER,Individual,"BRIDGES, ROY",NOT APPLICABLE,since 03/01/2020,"290 COMMONS PARKWAY,DALEVILLE,VA,24083",8/1/22
495386,CARRINGTON PLACE AT BOTETOURT COMMONS,290 COMMONS PARKWAY,DALEVILLE,VA,24083,OFFICER,Individual,"JUSTINIANO, KIMBERLY",NOT APPLICABLE,since 03/01/2020,"290 COMMONS PARKWAY,DALEVILLE,VA,24083",8/1/22
495386,CARRINGTON PLACE AT BOTETOURT COMMONS,290 COMMONS PARKWAY,DALEVILLE,VA,24083,MANAGING EMPLOYEE,Individual,"ANDERSON, BRIAN",NOT APPLICABLE,since 08/11/2021,"290 COMMONS PARKWAY,DALEVILLE,VA,24083",8/1/22
495387,SUNNYSIDE PRESBYTERIAN RETIREMENT COMMUNITY,"3935 SUNNYSIDE DRIVE, SUITE A",HARRISONBURG,VA,22801,DIRECTOR,Individual,"MORIN, RICHARD",NOT APPLICABLE,since 12/19/2005,"3935 SUNNYSIDE DRIVE, SUITE A,HARRISONBURG,VA,22801",8/1/22
495387,SUNNYSIDE PRESBYTERIAN RETIREMENT COMMUNITY,"3935 SUNNYSIDE DRIVE, SUITE A",HARRISONBURG,VA,22801,DIRECTOR,Individual,"ROWE, JAMES",NOT APPLICABLE,since 11/09/2005,"3935 SUNNYSIDE DRIVE, SUITE A,HARRISONBURG,VA,22801",8/1/22
495387,SUNNYSIDE PRESBYTERIAN RETIREMENT COMMUNITY,"3935 SUNNYSIDE DRIVE, SUITE A",HARRISONBURG,VA,22801,DIRECTOR,Individual,"SIBOLD, CHARLOTTE",NOT APPLICABLE,since 06/01/2020,"3935 SUNNYSIDE DRIVE, SUITE A,HARRISONBURG,VA,22801",8/1/22
495387,SUNNYSIDE PRESBYTERIAN RETIREMENT COMMUNITY,"3935 SUNNYSIDE DRIVE, SUITE A",HARRISONBURG,VA,22801,MANAGING EMPLOYEE,Individual,"LYONS, JOSHUA",NOT APPLICABLE,since 03/01/2014,"3935 SUNNYSIDE DRIVE, SUITE A,HARRISONBURG,VA,22801",8/1/22
495388,GAINESVILLE HEALTH AND REHAB CENTER,7501 HERITAGE VILLAGE PLAZA,GAINESVILLE,VA,20155,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,BDSHEFFER LLC,20%,since 10/05/2005,"7501 HERITAGE VILLAGE PLAZA,GAINESVILLE,VA,20155",8/1/22
495388,GAINESVILLE HEALTH AND REHAB CENTER,7501 HERITAGE VILLAGE PLAZA,GAINESVILLE,VA,20155,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,DJ PETRINE LLC,51%,since 10/05/2005,"7501 HERITAGE VILLAGE PLAZA,GAINESVILLE,VA,20155",8/1/22
495388,GAINESVILLE HEALTH AND REHAB CENTER,7501 HERITAGE VILLAGE PLAZA,GAINESVILLE,VA,20155,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"GOODALL, LURY",19%,since 10/05/2005,"7501 HERITAGE VILLAGE PLAZA,GAINESVILLE,VA,20155",8/1/22
495388,GAINESVILLE HEALTH AND REHAB CENTER,7501 HERITAGE VILLAGE PLAZA,GAINESVILLE,VA,20155,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"STALLARD, PATRICIA",10%,since 10/05/2005,"7501 HERITAGE VILLAGE PLAZA,GAINESVILLE,VA,20155",8/1/22
495388,GAINESVILLE HEALTH AND REHAB CENTER,7501 HERITAGE VILLAGE PLAZA,GAINESVILLE,VA,20155,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Individual,"PETRINE, DEBORAH",24%,since 10/05/2005,"7501 HERITAGE VILLAGE PLAZA,GAINESVILLE,VA,20155",8/1/22
495388,GAINESVILLE HEALTH AND REHAB CENTER,7501 HERITAGE VILLAGE PLAZA,GAINESVILLE,VA,20155,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Individual,"PETRINE, JAMES",24%,since 10/05/2005,"7501 HERITAGE VILLAGE PLAZA,GAINESVILLE,VA,20155",8/1/22
